,filename,entry number,composition,OH_length 1,OH_length 2,OO_length,OOH angle 1,OOH angle 2,OH_length 1b,OH_length 2b,OO_lengthb,OOH angle 1b,OOH angle 2b,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
23048,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0033.lmdb,1075,HHf16Li32O50,3.2330979566195652,8.557569215377915,10.641236423383562,42.83660031038865,14.884644228665747,,,,,,mp-770997,"(0, 0, 1)",1,Li2HfO3_mp-770997_EWU2KrzUkx_7HTKH0ARrc,Li4Hf2O6,20708,HO2,-731.9030274,99,1,0.6053559899999321
26043,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0033.lmdb,1104,HMo17O44Y6,5.811551960487163,1.025522176342449,6.669552661688324,5.171259464208373,30.71557104418451,,,,,,mp-25579,"(0, 2, 1)",1,YMo3O8_mp-25579_awjjP9Pzdz_AVgiBD5eQ6,Y2Mo6O16,17207,HO2,-505.86983171,68,1,3.6959812199999895
11017,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,6,HO32Ti12V4,1.9656821992293434,0.9819256937260861,1.481096951167286,28.985776648070686,104.04899456621466,,,,,,mp-756455,"(1, 0, 0)",1,Ti3VO8_mp-756455_OyrvjYFNwf_gnvVmvt7os,Ti6V2O16,14100,HO2,-405.66377286,49,1,1.9612128000000235
75158,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,7,HO34Sr8Zr12,1.861578770859668,8.19550491358338,7.739961877140983,97.56503923460541,13.012830858476228,,,,,,mp-1068742,"(1, 0, 0)",1,SrZrO3_mp-1068742_hiKozm6Nzn_upWqUNulud,Sr1Zr1O3,75645,HO2,-451.94705573,55,1,3.25674673
41831,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,28,HCa12O38Zr12,1.942330247766169,0.9768280899976833,1.4924311398830246,29.5032031512137,101.69672081180984,,,,,,mp-542112,"(1, 1, 0)",1,51024953_CaZrO3_mp-542112_8MpycERcEU_2GTDVIsNux,Ca1Zr1O3,43754,HO2,-502.45889483,63,1,2.323663969999952
78726,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,34,HO66W16Zn16,8.549054859330068,1.0505469513067323,9.47248435322887,3.189784188018903,26.92417646222898,,,,,,mp-545622,"(2, 2, -1)",1,ZnWO4_mp-545622_aq0jf8who2_soSIbIxtxE,Zn4W4O16,80791,HO2,-619.89610976,99,1,6.432619500000012
72566,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,64,HCu8Li24O24,1.9545651124602719,0.9791870838055284,1.5052147370226894,29.382208267904826,101.6617922156393,,,,,,mp-19970,"(1, 0, 0)",1,Li3CuO3_mp-19970_FECTS52w7a_sBxO7bVExf,Li12Cu4O12,79917,HO2,-278.91861246,57,1,2.5765497999999774
28031,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,70,HBa12Ir24O68,7.061364060946035,0.9801016565796542,7.011634085332526,7.976839693316381,88.91294467614185,,,,,,mp-674187,"(1, 1, 0)",1,Ba-IrO3-2_mp-674187_81wqi0aVVj_AIr7J2jdWq,Ba9Ir18O54,18155,HO2,-679.59879557,105,1,4.214349259999974
5427,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,79,HO46Ti16Y16,3.277741278788738,0.9735331123685853,3.331965040790663,16.913721174027444,78.38498407014617,,,,,,mp-4355,"(1, 0, 0)",1,YTiO3_mp-4355_GOpydnquNu_XSQpHPjtDz,Y4Ti4O12,33818,HO2,-689.4497694,79,1,-5.806157200000005
27727,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,94,HO66W32,2.7186493015733446,0.9752612226292942,3.359603657372349,13.97013605833392,42.297042290464994,,,,,,mp-19372,"(2, 2, -1)",1,WO2_mp-19372_7nsYXGPwAB_WZZ1qSQEup,W4O8,7493,HO2,-736.81027891,99,1,-1.9284305399999973
26526,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,102,HGa24O62V12,1.890719265128111,10.472310818342761,10.8315828872804,74.08890575475378,9.99880445093012,,,,,,mp-756465,"(1, 0, 0)",1,VGa2O5_mp-756465_8SvDEMJgHL_3lE5zoyKtm,V2Ga4O10,79768,HO2,-634.70043128,99,1,1.0206377600000245
44012,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,116,HAg18O32Pt16,4.208480612559161,0.9778097136679766,3.941057852060656,13.261606599634979,99.13239725727382,,,,,,mp-997006,"(2, 1, -1)",1,69019397_AgPtO2_mp-997006_MWvDDbEzFC_ahuUXpHNM1,Ag2Pt2O4,43308,HO2,-315.21881873,67,1,1.5306331099999646
30475,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,148,HCo32Fe4O78,1.8492874139783018,0.9879643662198556,1.3676373752753261,31.471702757898587,102.24954833752858,,,,,,mp-771048,"(1, 0, 1)",1,FeCo9O20_mp-771048_cWRZ2Fav80_iu1GeJYSKc,Fe1Co9O20,3230,HO2,-638.68112053,115,1,4.420265939999947
24381,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,152,HBi16O64Si24,10.336443328944005,0.9746869261677485,10.955045731780661,4.056435264975855,48.605905716679935,,,,,,mp-558672,"(0, 0, 1)",1,Si3Bi2O9_mp-558672_kNSI47OMEM_KTEr3kiIwA,Si6Bi4O18,39405,HO2,-730.90409905,105,1,-9.380390490000057
44497,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,183,H3Ag24Ba22O48,7.119866722717506,6.055029653453705,1.3345039898389668,33.69776929488236,139.2786212834024,4.260164213251474,4.445436606369342,6.460026408150675,41.0031993749459,43.20688354738527,mp-996990,"(2, 0, 3)",3,904239835_BaAgO2_mp-996990_xc9yR535kX_SssMI8KbyS,Ba1Ag1O2,41188,HO2,-475.01116237,97,3,3.336376913333316
18081,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,194,HMg8Mo33O73,1.9637566427230289,0.9815601687908618,1.5065232615341686,29.24942296799137,102.16585550392082,,,,,,mvc-253,"(2, 2, -1)",1,Mg-MoO2-4_mvc-253_4vI0rUz2uH_A0RLBde5c3,Mg1Mo4O8,2576,HO2,-795.9452986,115,1,0.671966120000004
32204,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,233,HO60Sn30,3.33272704363016,4.976603066716762,4.434009292105811,78.28492332836531,40.9749716903621,,,,,,mp-755071,"(3, 2, 3)",1,SnO2_mp-755071_cn3PcqmqQ6_bc5Pgmc6Kj,Sn4O8,12002,HO2,-541.42472025,91,1,7.3848526600000035
37455,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,243,HBi16O44V16,2.6740451625099664,0.9769488916813123,3.0025051817023183,18.687345127814446,61.28134317775378,,,,,,mp-756282,"(0, 1, 0)",1,VBiO3_mp-756282_gJBYjKy5N9_sOoQsfzFn1,V4Bi4O12,35116,HO2,-507.41879739,77,1,-1.368604830000013
71737,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,263,HNi9O28Ru8,2.042712909846202,8.791578119366138,9.845771306063519,53.6879716731693,10.791034940041568,,,,,,mp-976848,"(2, 1, 0)",1,NiRuO3_mp-976848_luI8EFwPqC_sy6aF4nv8Q,Ni1Ru1O3,76519,HO2,-268.34534645,46,1,3.444728679999965
27369,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,264,HCd22O40Si8,17.827767153171322,7.147703637392707,14.693000576950942,22.892404942262857,104.01166344022107,,,,,,mp-13820,"(2, 1, 2)",1,Cd3SiO5_mp-13820_Bn4TgwtV9S_yTek8AbGLf,Cd6Si2O10,14953,HO2,-363.74337172,71,1,2.761531859999959
75120,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,266,HCo18Ni6O50,1.8526389965895231,0.9856744357110127,1.3841793775989915,31.421338730650834,101.51605480612504,,,,,,mp-752738,"(2, 2, -1)",1,Co3NiO8_mp-752738_aoCptv3ELJ_MTCSrPFwKU,Co6Ni2O16,73213,HO2,-397.6833587,75,1,5.276946299999988
75777,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,279,HCs36O38Tl12,7.365595275628028,1.0244448033655802,7.262635023250243,7.991120371105211,91.75853559339387,,,,,,mp-756122,"(0, 1, 0)",1,Cs3TlO3_mp-756122_pmnLTHdyPv_YnzB5bbFFQ,Cs12Tl4O12,73109,HO2,-335.56092882,87,1,2.797931110000004
19443,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,285,HFe16O40Sc16,8.707158507558018,8.410691529991842,1.4892519457543012,73.668112036922,96.548621085479,,,,,,mp-769734,"(0, 1, 0)",1,ScFeO3_mp-769734_ZOWtdNlCVG_GepgQTxPlX,Sc4Fe4O12,16900,HO2,-551.16552623,73,1,1.5561095700000145
35496,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,315,HLu4O32Ta12,2.7420230045547225,0.9724611125413093,2.7326446187259203,20.462469993518603,80.31254566786184,,,,,,mp-756704,"(1, 0, 0)",1,LuTa3O9_mp-756704_zIQAG8LGNf_FUNgNGnpjJ,Lu2Ta6O18,15378,HO2,-450.3986294,49,1,-5.457297440000023
15248,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,335,HMn6Mo8O32,2.4074666629100867,0.9813234113158793,2.196425627385422,24.055150879209442,90.1144978423906,,,,,,mp-1105000,"(1, 0, -1)",1,MnMoO5_mp-1105000_ZHDRb4f7L4_Vcr9JvQf8X,Mn2Mo2O10,40277,HO2,-335.38231327,47,1,-2.480769740000003
11356,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,382,HBa16O76Pd16,1.931788522380199,0.9838068150713384,1.4739803356812038,29.90577687758803,101.76425368840046,,,,,,mp-1182093,"(1, 1, 0)",1,BaPdO5_mp-1182093_0W0cyQk8U4_rLJzFDBbqQ,Ba2Pd2O10,16580,HO2,-588.55164615,109,1,3.92906111999994
9412,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,453,HMg8Mo12O28,3.549573145096718,0.9735768753637851,3.4249921820178266,15.917965403631529,89.32166167864143,,,,,,mp-19139,"(1, 0, 0)",1,Mg2Mo3O8_mp-19139_qMFxBamiQj_S3VLccnwMB,Mg4Mo6O16,1063,HO2,-320.57841558,49,1,-3.6970599000000313
27014,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,473,HO22Ru8Sr8,3.3067077164432,0.9732699300563822,2.79144160436177,15.619615840004194,113.8252471110132,,,,,,mp-4525,"(1, 0, 0)",1,SrRuO3_mp-4525_AE7D4imVOJ_tM34cI5imj,Sr4Ru4O12,21977,HO2,-259.3990073,39,1,-1.7046228499999962
43,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,486,HAg16Li16O26,9.85811840400971,9.397949975776895,1.4229569805978428,67.16908530800542,104.80916890244451,,,,,,mp-996992,"(1, 2, -2)",1,LiAgO2_mp-996992_41gyNrqi48_C94Ffhi5Hj,Li2Ag2O4,10380,HO2,-248.59333457,59,1,2.5388040200000117
25283,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,500,HCr12O72Sb24,1.9016389026995115,1.0071331270617137,1.4826749684073242,31.65175255606307,97.76656866906558,,,,,,mp-1178419,"(1, 2, 2)",1,Cr-SbO3-2_mp-1178419_xFyZBLRHOh_0zFOAALHUX,Cr2Sb4O12,19117,HO2,-688.75975129,109,1,4.268306679999935
11822,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,515,HBi32Mg8O70,8.038844297068355,1.0080023308266841,7.32756888058282,5.3340146513584425,132.1515852128773,,,,,,mvc-10452,"(0, 1, 1)",1,MgBi4O9_mvc-10452_iTQ0iO6yCb_8CuGYhoHze,Mg2Bi8O18,21653,HO2,-614.57638932,111,1,4.34854172999999
38323,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,522,HMg12Mo14O56,9.91016391974363,0.9964608186281196,10.69528876043832,3.4153902218002656,36.33391139782988,,,,,,mp-19047,"(0, 1, 1)",1,MgMoO4_mp-19047_sFZyTZEDV4_mL3szan8zi,Mg8Mo8O32,17608,HO2,-546.51260715,83,1,0.2431776999999577
16965,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,526,HBi36O74Y11,1.9240513250260707,0.9806091496363145,1.471033808812642,29.959101239453723,101.52550804014191,,,,,,mp-754107,"(0, 0, 1)",1,Y-BiO2-3_mp-754107_PNsiRM7VyL_4u3SJNXHay,Y6Bi18O36,81355,HO2,-782.48657764,122,1,4.109001740000078
72152,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,536,HO77Ta29,1.8493134478049527,1.0152318999138052,1.3365717360264027,32.36169251073161,102.83439796350633,,,,,,mp-1104837,"(1, 2, 1)",1,Ta2O5_mp-1104837_5IBFnkyUCb_qUT3YDQ9M8,Ta4O10,79937,HO2,-996.03273924,107,1,4.449167780000064
81627,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,550,HAu10Cd12O22,4.683389103028096,0.9925941411613812,4.2001050028680424,11.218188840224617,113.374466627684,,,,,,mp-997036,"(1, 0, 0)",1,1019588_CdAuO2_mp-997036_a6qe3TTzW1_6vOvlkgtm6,Cd2Au2O4,81937,HO2,-173.63472013,45,1,1.3049139400000025
40237,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,567,HO58Re16V16,10.058983617750622,0.977266181531013,9.416792226711438,4.337639657695664,128.87680102453672,,,,,,mp-1279229,"(0, 0, 1)",1,VReO4_mp-1279229_F4siynZuEX_jy0CbvBENe,V8Re8O32,11165,HO2,-741.72815984,91,1,-1.450378389999944
31358,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,584,HO62W28,1.9520956843098525,10.9578824428754,10.865704000653045,87.56948495624582,10.252418189200705,,,,,,mp-19372,"(1, 2, 0)",1,WO2_mp-19372_9nuhcro6wC_052Zk65191,W4O8,79790,HO2,-662.8453753,91,1,3.200550700000033
15758,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,606,HAl8Mo8O24,4.472819910084151,8.804956048935345,5.1916106276844864,131.1627456389378,22.48465000281683,,,,,,mvc-15905,"(1, 0, 0)",1,AlMoO3_mvc-15905_uhXWrbTe3M_7SbVMiBsfZ,Al4Mo4O12,24106,HO2,-288.27553576,41,1,-2.8148709700000474
72789,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,608,HAl40Co24O98,11.665373620147708,0.9828820348334687,11.625558490718829,4.833257648723395,89.90290966986147,,,,,,mp-1252778,"(0, 0, 1)",1,Al5-CoO4-3_mp-1252778_nnH8zz4xRK_UMVW2nwGlv,Al20Co12O48,76638,HO2,-1106.0490719,163,1,4.320936500000155
40458,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,619,HAl32O44,1.9883627323525228,1.0545248776393332,1.485656127497045,31.289634100335977,101.68116749404389,,,,,,mp-7048,"(1, 1, -1)",1,Al2O3_mp-7048_qgDxHSa5gw_QZxBvAjmSJ,Al8O12,21568,HO2,-532.56326148,77,1,-1.7923377700001062
42082,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,620,HO48Pt21,9.632523211609268,0.9834111385044335,8.708151412751569,2.099660806896941,158.96933269413464,,,,,,mp-617,"(2, 0, 1)",1,2411243514_PtO2_mp-617_GfGVmIjWGd_kAOAtApqcd,Pt1O2,43450,HO2,-379.73942118,70,1,4.820589559999998
4147,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,649,HBi20O34Sr4,1.508341412732936,1.0502737767491188,2.5570373922577723,1.6789914667719554,2.411635719930573,,,,,,mp-753357,"(1, 2, 0)",1,SrBi5O9_mp-753357_WBadJK7jZc_8cq9fuCgkq,Sr1Bi5O9,24039,HO2,-334.71788532,59,1,0.4363879999999902
8437,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,650,HMn16O62Sr28,2.698127447027125,2.2510651842516665,1.2963818132169136,56.18444839863588,95.22973276988354,,,,,,mp-1218641,"(0, 1, 0)",1,Sr7Mn4O15_mp-1218641_aUFL89lDP3_sgkG0eiTxp,Sr14Mn8O30,9247,HO2,-702.58304497,107,1,2.705002140000058
78453,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,653,HCs24O26Rb24,1.9244070031325653,0.9730876811547154,1.506341906446602,29.908678957876162,99.56980416812421,,,,,,mp-754171,"(0, 1, 0)",1,CsRbO_mp-754171_7ZISzvnvqg_druHeLWKu3,Cs4Rb4O4,74474,HO2,-239.11960649,75,1,2.8406934300000124
35613,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,656,HO64Ti16W16,2.9241179929944874,0.9712293229971971,2.842403408814604,19.32511448644866,85.09511287090987,,,,,,TiWO4-rutile,"(1, 1, 2)",1,TiWO4_TiWO4-rutile_XZ7SIoNND4_RuXZiLtbG6,Ti1W1O4,22974,HO2,-773.6225236,97,1,-2.8549099200000434
78705,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,683,HLi84O70Zr12,1.8618520095184616,0.9865932984567757,1.358471933030188,30.94385037846513,103.98247491374113,,,,,,mp-755225,"(1, 0, -2)",1,Li8ZrO6_mp-755225_bww8jDYz43_rV6scCic7d,Li24Zr3O18,75229,HO2,-968.82975547,167,1,4.621495069999948
19939,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,698,HGe8K32O28,2.9156912175487872,0.9761399466260224,3.5277051709351253,13.617598525927015,44.688485207370064,,,,,,mp-14411,"(0, 0, 1)",1,K4GeO4_mp-14411_jJgS1PbIKU_FPyCxMyd9b,K8Ge2O8,5496,HO2,-311.93316949,69,1,-2.584997210000015
71955,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,712,HCa12Ni18O48,10.486936857463103,0.9790877595121991,9.782270154970792,3.845989674227974,134.07473583115757,,,,,,mvc-15993,"(1, 1, -2)",1,Ca2Ni3O8_mvc-15993_n27awFFbnR_OxzHH46lQ2,Ca4Ni6O16,75855,HO2,-400.62292625,79,1,3.9215586100000017
42089,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,716,HMo14O54Sn14,1.8860554675104735,0.9955388303848827,1.4699438194897112,31.517184572518026,97.96135088926916,,,,,,SnMoO4-rutile,"(1, 1, 2)",1,123212059559_SnMoO4_SnMoO4-rutile_rVDRs7SIiK_BuRBUA9LrE,Sn1Mo1O4,44014,HO2,-542.67685461,83,1,4.251246370000015
13087,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,723,HO58W16Zn16,14.930557415768027,0.9719720755423682,14.64730397332454,3.602957413056585,105.13296549662805,,,,,,mp-18918,"(0, 0, 1)",1,ZnWO4_mp-18918_63LqLm6kEY_2laGzfengp,Zn2W2O8,1133,HO2,-557.15124182,91,1,4.676944329999994
14937,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,730,HAl18O70Sb18,1.9045728350223998,0.9793908152767495,1.4447326400582772,30.217192274414728,101.8461760979043,,,,,,mp-676861,"(3, 3, 1)",1,AlSbO4_mp-676861_g68KEqk3NJ_dMJPcGWu7W,Al2Sb2O8,29384,HO2,-692.78812776,107,1,4.11507372000008
23350,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,771,HO16Se16Zr16,10.783393615383273,9.730140606504145,2.8576200923038027,61.11338638695672,103.98582523331903,,,,,,mp-756361,"(1, 1, 0)",1,ZrSeO_mp-756361_H0wUqgNTIk_bcYbS2Ha00,Zr4Se4O4,11108,HO2,-382.34191699,49,1,-3.2501552100000346
10131,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,773,HBi16Ir16O58,1.9798827451050915,0.9820135139224413,1.5897003387497948,29.426312600280383,97.88715425894209,,,,,,BiIrO4-rutile,"(3, 0, 1)",1,BiIrO4_BiIrO4-rutile_nh6r63WdQQ_tUxEDZo1mW,Bi1Ir1O4,80491,HO2,-559.1022026,91,1,3.225910699999897
73717,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,804,HCo44Mg24O90,8.582228017021633,8.844313553779287,1.4660591983856497,95.51382072143177,74.98918074902127,,,,,,mp-770890,"(0, 1, 0)",1,Mg-CoO2-2_mp-770890_SCGpLvqGDg_lAWRlcEdmU,Mg4Co8O16,81317,HO2,-929.96483782,159,1,5.402931690000084
75816,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,820,HK24O80W24,8.927353529782607,13.846854630575343,15.776602118000751,60.93042817188115,34.298572019162805,,,,,,mp-19037,"(1, 0, 2)",1,K2W2O7_mp-19037_96nEMjaRJi_pAzUhYWbgr,K4W4O14,77905,HO2,-846.83882777,129,1,1.7764766300000725
30205,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,831,HCd31O68V14,1.932202749139081,0.9834839127519258,1.4816580882446388,29.942873578319222,101.29590735646742,,,,,,mp-1200595,"(1, 0, 0)",1,V4Cd9O19_mp-1200595_u9NxJrchJP_BGTMgLMaFC,V8Cd18O38,14646,HO2,-610.56605647,114,1,3.0424052999999525
17888,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,832,HO34Pd12Se12,6.549404293116861,4.273619295729952,7.989672227745273,32.2951825967759,54.96448972036848,,,,,,mp-545482,"(1, 0, -2)",1,PdSeO3_mp-545482_QQMLvCi3xQ_4vCuzzRvYp,Pd2Se2O6,19569,HO2,-306.9762988,59,1,4.119407709999987
36972,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,841,HFe14O62Pd16,4.19176978978592,0.9794342439098778,3.5732859472309806,11.261346755640027,123.30324635448042,,,,,,FePdO4-rutile,"(1, 0, 2)",1,FePdO4_FePdO4-rutile_LBn9wYF6Yy_VtTecrIz9G,Fe1Pd1O4,18455,HO2,-513.06215075,93,1,1.4233977099999855
29388,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,845,HAl16Lu16O48,2.998752811687549,0.9688358179569005,2.830938838972795,18.84875656544185,90.41426478950697,,,,,,mp-755574,"(0, 1, 0)",1,LuAlO3_mp-755574_HpYgeyxI4n_JnBtOyoVfs,Lu4Al4O12,7956,HO2,-625.51849183,81,1,-5.182013060000006
71762,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,876,HCr8O82Si32,13.861996993354115,0.9690510981445709,14.60152844198205,2.5221653642276904,39.012606415288396,,,,,,mp-25238,"(1, 1, 0)",1,Cr-SiO3-2_mp-25238_9nctGeQKTl_jwDXnWCxj1,Cr4Si8O24,78786,HO2,-917.18127788,123,1,-5.00836075000004
72648,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,883,HCo38O62Ru8,1.9368676682320642,0.9788002885042185,1.5200553549614109,29.911059574603282,99.33824126264525,,,,,,mp-35690,"(1, 1, 0)",1,Co5RuO8_mp-35690_DHdW0X72IP_eW0ybLrCKx,Co15Ru3O24,68949,HO2,-681.98830377,109,1,4.302893380000025
82370,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,897,HAl32O66Zn16,2.3563569816024836,1.4886172738285977,1.3434521229288923,35.703853896849765,112.51436961791583,,,,,,mp-2908,"(1, 0, 0)",1,1027186_Al2ZnO4_mp-2908_6SxzMYyG1k_1w94XG9adF,Al16Zn8O32,82019,HO2,-751.53252333,115,1,3.403556069999947
35060,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,906,HAl5Ba6O18,1.901409924816638,0.980283255763181,1.4380148594596724,30.28332594233998,102.00721644011344,,,,,,mp-1183283,"(2, 1, 0)",1,BaAlO3_mp-1183283_NKhXAnuUl6_FU0Yv2ErDG,Ba1Al1O3,3408,HO2,-187.7970623,30,1,4.294746099999994
25204,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,908,HGe16O50Rh16,8.164748161988141,0.9834877149670561,7.356716365784563,4.145708428582897,143.11825525032515,,,,,,GeRhO4-rutile,"(3, 0, 1)",1,GeRhO4_GeRhO4-rutile_ojwRnNo9PL_59wDVjQgyG,Ge1Rh1O4,17275,HO2,-513.33417834,83,1,-1.2350712999999909
12890,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,911,HAl5Bi6O18,1.8921779836655468,0.9777092095990894,1.4747520315354548,30.69011064957598,98.9680095650942,,,,,,mp-23080,"(2, 1, 0)",1,AlBiO3_mp-23080_mAgqecCjKv_GdTjsFJNKy,Al1Bi1O3,22037,HO2,-186.62774147,30,1,2.2907884600000123
32619,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,914,HK12O38Sc12,1.9259402633101272,0.9783692821942958,1.4709002427148135,29.819112474247802,101.79833414709272,,,,,,mp-973960,"(1, 1, 1)",1,KScO3_mp-973960_0Bn6mIioWk_0YKs7u0eEn,K1Sc1O3,16842,HO2,-389.14923366,63,1,3.808674660000033
15120,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,931,HO34Rh16Zn8,9.201971722322542,0.9796804756593935,9.42324198364899,5.874717038707239,74.02666191119401,,,,,,mp-5146,"(1, 1, 0)",1,Zn-RhO2-2_mp-5146_smy5NsLxF6_0g05UEU7jN,Zn8Rh16O32,38348,HO2,-340.3657639,59,1,3.1254478699999844
4165,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,934,HBi8O20Zn8,1.9198370514798158,0.9776152040331672,1.4912740309523533,30.09843196668654,99.99648715127078,,,,,,mvc-3874,"(1, 0, -1)",1,ZnBiO3_mvc-3874_2VlWWiCgG4_hCcs9DWMJ2,Zn4Bi4O12,24836,HO2,-179.92973404,37,1,1.8707821000000104
31672,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,950,HLi24Nb24O48,9.895009867245035,0.9750615549809907,10.823235007281836,1.6530841582154543,17.02264106940175,,,,,,mp-3924,"(3, -1, 0)",1,LiNbO2_mp-3924_lzzyunr5mo_qr0i3RQr5m,Li2Nb2O4,5861,HO2,-729.05102848,97,1,-3.48407244999996
12264,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0034.lmdb,972,HCd6O32V12,1.948605635570071,0.9813248824377268,1.5142385078082732,29.68192574326117,100.49132902994222,,,,,,mp-550622,"(1, 1, 0)",1,V2CdO6_mp-550622_JbbVIuSLfc_ivUAPW3JmJ,V4Cd2O12,35940,HO2,-326.39350509,51,1,2.07364872999997
