,filename,entry number,composition,OH lengths,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
22072,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,1084,H3Bi36O71Y12,"[0.977190843547324, 0.9818870919482702, 0.9784396161921753]",mp-754107,"(1, 0, 0)",3,Y-BiO2-3_mp-754107_xpeLn6jyug_tQW3F0BOXj,Y6Bi18O36,80912,OH,-780.82565646,122,3,-0.0939271633333476
12140,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,1090,HBi24Ir2O41,[0.9788018287172651],mp-1214246,"(1, 0, 0)",1,Bi12IrO20_mp-1214246_cDOef4eCbl_y3yehM0lKT,Bi24Ir2O40,18310,OH,-386.19079264,68,1,1.4287086600000125
31394,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0035.lmdb,1093,HO25Zr48,[0.9723558630287679],mp-753629,"(1, 1, 0)",1,Zr2O_mp-753629_HxMVEHKNQO_tgGGVXTgGm,Zr12O6,39759,OH,-644.48399269,74,1,-3.0715239500000564
4591,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,3,H2Mn20O30Sn4,"[0.9760546889513436, 0.9750946151297699]",mp-1221361,"(1, 0, 0)",2,Mn5SnO8_mp-1221361_bArWidp50s_vQfEAf1vKv,Mn10Sn2O16,21090,OH,-396.92836319,56,2,-0.5367419700000085
37120,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,8,HBi16O45Y16,[0.9728416290271931],mp-768221,"(1, 1, 0)",1,YBiO3_mp-768221_0CQsAWNAQl_KQooWfPAoe,Y6Bi6O18,18574,OH,-567.92893886,78,1,-1.8578025099999709
3347,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,23,HGe16Lu32O71,[0.9722439154605951],mp-768388,"(0, 1, 0)",1,Lu2GeO5_mp-768388_NoXcL6R3Df_XRQf3HvlO7,Lu16Ge8O40,26989,OH,-895.72995753,120,1,-1.125830460000003
28099,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,34,H4Ag22O48Pt24,"[0.9815259962232498, 0.9799369284526552, 1.0333334799258211, 0.97546534885349]",mp-997006,"(2, 1, -1)",4,AgPtO2_mp-997006_7XuN7dQ7cj_TVWgc3zgrG,Ag2Pt2O4,21898,OH,-478.60967197,98,4,0.2949058999999892
10094,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,61,H4Al28Co13O58,"[0.989646714133519, 0.9746852082854759, 0.9795069034125642, 0.9738349004215491]",mp-37621,"(0, 1, 1)",4,Al2CoO4_mp-37621_uMNPhLjPtu_XuQkPxFbYl,Al24Co12O48,35591,OH,-680.35695076,103,4,0.5378618075000077
43043,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,65,HAg22Cd20O35,[9.12271844562345],mp-996964,"(1, 0, 3)",1,90423983534_CdAgO2_mp-996964_8y0fgfdweC_nBC1i5Zosr,Cd2Ag2O4,45131,OH,-281.72193521,78,1,1.611698319999988
16684,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,120,HAl16O49Si16,[0.9657089852623298],mp-755043,"(0, 1, 0)",1,Al2Si2O7_mp-755043_KHhLvWyQZs_IaTslA7ek4,Al8Si8O28,35082,OH,-597.89126459,82,1,-3.2570406200000264
83381,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,193,HO25Pb4V8,[0.9755015490926846],mp-21126,"(1, 0, 0)",1,1008483_V2PbO6_mp-21126_fXtMrxJPOc_INCQmxj510,V8Pb4O24,83566,OH,-261.35576822,38,1,2.3050304499999754
13387,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,216,HBe24Ca8O33,[0.9706765803075484],mp-754739,"(2, -1, 2)",1,CaBe3O4_mp-754739_KdnvIj05jM_JMQ6oi5dTJ,Ca2Be6O8,29425,OH,-439.12022634,66,1,-1.3720888299999672
14402,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,217,HCo12O45Se12,[1.6516155202648453],mp-504678,"(1, 0, 0)",1,CoSeO4_mp-504678_2VFWLcNMWj_z8OgFRIlnu,Co4Se4O16,8066,OH,-382.07244838,70,1,-0.4676534200000048
3423,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,227,HBa24O41Y16,[0.9756791344005339],mp-1178535,"(1, 1, 2)",1,Ba3Y2O6_mp-1178535_C7GFO2QOd7_qzKZckPcOC,Ba6Y4O12,33270,OH,-564.94890741,82,1,-2.0918418999999915
26397,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,232,H3O41Sc16Ti8,"[10.475693497912454, 10.09364833874447, 0.9787063282276292]",mp-753401,"(0, 1, 0)",3,Sc2TiO5_mp-753401_fiYtNQeWer_305TMI7ZJa,Sc8Ti4O20,32413,OH,-585.51796577,68,3,-2.496169676666673
40783,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,251,HCa32Mo16O73,[0.974084484951776],mvc-5110,"(1, 0, 0)",1,Ca2MoO5_mvc-5110_QiEgsNu4Ng_NWTEzWiKq9,Ca8Mo4O20,10509,OH,-795.61450927,122,1,-1.8778369099999568
41854,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,275,HBa8Hf12O31,[0.9627897475526501],mp-998552,"(1, 0, 0)",1,69019397_BaHfO3_mp-998552_mXFcOa5klj_8p7qJ1lNOj,Ba1Hf1O3,44889,OH,-450.13912453,52,1,-2.2264113999999893
22182,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,290,H3Cu48O19Ti48,"[0.9685034974470983, 0.9676048627754945, 0.9744775454090024]",mp-21457,"(1, 0, 0)",3,Ti3Cu3O_mp-21457_8vLXDcFGsQ_TBtm9Kd2aU,Ti48Cu48O16,16953,OH,-735.70219086,118,3,-2.0828062266666527
27878,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,319,HCu20Li20O39,[0.9767013651139781],mp-9158,"(2, 1, 2)",1,LiCuO2_mp-9158_G5QQsfKC45_pNdNb6e7QW,Li2Cu2O4,31636,OH,-390.46783014,80,1,-0.2439208199999996
32334,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,354,HBi16Na16O25,[0.9723602140867771],mp-22984,"(1, 0, -1)",1,NaBiO2_mp-22984_P9TH0Rc81e_mYABxsqCeX,Na4Bi4O8,5014,OH,-274.44293968,58,1,-0.9513121600000148
33414,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,363,HAl16Ni32O65,[0.9685110285835197],mp-768600,"(1, 0, 0)",1,Al-NiO2-2_mp-768600_LEw2SLeH3V_zujoNsWfHR,Al8Ni16O32,33421,OH,-636.60799373,114,1,1.0217688700000451
3038,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,403,HAu16O55Se16,[0.985067856706047],mp-28095,"(0, 1, 0)",1,Au2Se2O7_mp-28095_QjawRJyKQ5_o5fbdkO5mb,Au4Se4O14,22996,OH,-416.93924461,88,1,1.4786793699999805
22707,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,418,HO18Zr54,[0.973925102426085],mp-1017,"(3, 3, 1)",1,Zr3O_mp-1017_yYqOK9t47f_3V7Be9s9D2,Zr6O2,37665,OH,-619.59753561,73,1,-2.535114160000063
12346,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,425,H3Ag8Bi8O25,"[0.9820371984834156, 0.9796135033262463, 0.9781696832333154]",mp-775774,"(0, 2, 1)",3,AgBiO3_mp-775774_GCjUBdtsL4_pse2wCsMrw,Ag4Bi4O12,19295,OH,-212.88055433,44,3,1.0288447833333312
30288,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,464,HO49Ti12Zr12,[1.515097513459386],mp-1215197,"(1, 1, 1)",1,ZrTiO4_mp-1215197_GimpPkJOAd_c4YA6QfGuu,Zr2Ti2O8,12948,OH,-661.67554542,74,1,2.7376235299999223
30809,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,484,H2Ag28Ge16O46,"[0.9740081053013409, 1.0099520266624822]",mp-983589,"(1, 0, 1)",2,Ag2GeO3_mp-983589_K9AWLAgPkm_ePzSzKw9jS,Ag8Ge4O12,26319,OH,-456.96114109,92,2,0.968200330000002
35629,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,536,H2Ca24Cu24O52,"[0.9724293650292635, 0.9676103063046472]",mp-772813,"(1, 0, 0)",2,Ca2Cu2O5_mp-772813_7p3Z69UJxe_uTGXeVvJ8Y,Ca8Cu8O20,34541,OH,-553.55351738,102,2,-1.4380147550000115
24276,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,556,HCa12O37Os12,[0.972940007426236],mp-1016900,"(1, 1, 1)",1,CaOsO3_mp-1016900_7jIf26l1wg_EZWDxKRjYK,Ca1Os1O3,6489,OH,-443.7406515,62,1,-1.3869243300000278
20177,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,564,HO43Se24Y48,[4.680613043446496],mp-752658,"(2, 0, 1)",1,Y2SeO2_mp-752658_WADnm3XVVb_YNV3T2GECV,Y2Se1O2,29546,OH,-925.09850892,116,1,-0.4175255199999412
2769,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,588,HAl14Mn32O57,[0.9666624077532252],mp-768538,"(1, 0, 0)",1,Mn2AlO4_mp-768538_UC9UFIeZtJ_38Oy12gC7b,Mn8Al4O16,39638,OH,-773.21526505,104,1,-5.787432629999927
39131,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,638,HO45Pd8Sr32,[12.021718154885106],mp-29775,"(1, 1, 0)",1,Sr4PdO6_mp-29775_bqmAslHpBx_FbnOtopLH8,Sr24Pd6O36,34773,OH,-501.6174081,86,1,-1.4665975899999637
25813,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,652,H3Mn12O29Sn4,"[0.9794141506362027, 10.247942184238198, 0.9801441084985549]",mp-753706,"(1, 0, 0)",3,Mn3SnO8_mp-753706_BW7LCnU340_chbyFgU1tW,Mn6Sn2O16,20153,OH,-316.03997567,48,3,0.5706788533333432
45904,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,665,HO23Sn11,[1.0083629058650043],mp-550172,"(1, 2, 0)",1,90423983501299385769012_SnO2_mp-550172_fmFDUuQ5q4_ZR2eatt8Q3,Sn2O4,44822,OH,-207.1139767,35,1,2.140126720000012
71500,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,675,HCs8O13Tl12,[0.9758322510624181],mp-1205877,"(1, 1, 0)",1,CsTlO_mp-1205877_Q32vSFd846_CMCatjPlru,Cs4Tl4O4,72989,OH,-126.47379042,34,1,1.125470050000004
78080,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,678,H2Cs24O38Sr24,"[0.9764021967941523, 15.981461153571708]",mp-753801,"(1, 2, 2)",2,Cs2Sr2O3_mp-753801_tQnYdlmWQA_ewDNPtMYYg,Cs4Sr4O6,72825,OH,-406.27791215,88,2,2.112051224999988
2386,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,679,HCd24O71Ti24,[0.981802870727391],mp-5052,"(1, 2, 0)",1,TiCdO3_mp-5052_EvNClQU0I5_Lct3YnDSAK,Ti4Cd4O12,80031,OH,-807.06658132,120,1,6.116053720000053
22217,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,717,HMn24O21,[0.9716186000807833],mp-19006,"(2, -1, 2)",1,MnO_mp-19006_hVCGlflODS_Wxiu4ua8PF,Mn3O3,5339,OH,-341.14383758,46,1,-2.093865720000025
77950,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,724,H3O51Rh12Sb12,"[11.322647584633927, 7.003134906102106, 0.9940760214020293]",mp-675025,"(1, 3, 3)",3,SbRhO4_mp-675025_IFCkNWaAqi_TB0ffE3xPa,Sb2Rh2O8,78063,OH,-458.04595976,78,3,4.173096576666666
30462,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,742,HO37Rb24Sn24,[0.9871689352327812],mp-7863,"(1, 0, 0)",1,Rb2Sn2O3_mp-7863_ZQjFhHDg0F_5lJDcrF6xL,Rb6Sn6O9,11715,OH,-410.84283029,86,1,0.0419171900000208
43738,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,757,HCo12O19,[0.9699797185575735],mp-550206,"(1, 1, 1)",1,2411243514_CoO2_mp-550206_3n7YYyv30L_lq9RNKju3U,Co1O2,42298,OH,-174.37349942,32,1,-1.6648021700000015
11689,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,758,HO47Sc16Si16,[0.9942624672252293],mp-5594,"(2, 0, -1)",1,Sc2Si2O7_mp-5594_4YDI5rWW9N_WbRKBmWjgS,Sc4Si4O14,14419,OH,-642.21852847,80,1,-2.700146760000081
45605,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,769,H2O38V5W10,"[0.9702559975900834, 1.0044922537639376]",mvc-688,"(1, -2, 0)",2,90423983534_V-WO4-2_mvc-688_MUK2EF9wLN_ieRW31E5M7,V1W2O8,44922,OH,-395.8553383,55,2,0.7503246699999977
15931,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,781,HBi8O23Rb20,[0.979061461461281],mp-29525,"(1, 0, 0)",1,Rb3BiO3_mp-29525_yuM6iuvodX_ORup4LHHZB,Rb12Bi4O12,25312,OH,-229.05410557,52,1,2.573170040000008
22513,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,793,HCr28O57,[0.9857547392336532],mp-1213798,"(1, 0, -1)",1,Cr6O11_mp-1213798_NPCtnTFRQK_Kjehm3hlyg,Cr12O22,11933,OH,-617.03022869,86,1,1.71461055000006
68588,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,795,H3Nb26Ni12O83,"[6.8905139082003295, 0.9808875742400861, 1.8540929372375432]",mp-1173492,"(2, 0, -1)",3,Nb2NiO6_mp-1173492_e4JIFS1vQU_QR1Vi62mY2,Nb8Ni4O24,74611,OH,-960.30521618,124,3,1.277451796666668
2656,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,871,HFe16Ga16O37,[8.145454593260315],mp-649086,"(1, 0, 0)",1,GaFeO3_mp-649086_1RR5Ec34Az_LN9V16rYm4,Ga8Fe8O24,38235,OH,-410.8540983,70,1,-0.8361832699999638
17546,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,889,HBi8Cr8O31,[13.045998033100021],mp-1274148,"(0, 1, 0)",1,CrBiO4_mp-1274148_abgWbu8Vtz_o1kV9U5orb,Cr4Bi4O16,17115,OH,-306.15379444,48,1,-0.6905259400000148
21300,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,920,HCa20O13,[1.0006765464136063],mp-545512,"(1, 1, 0)",1,CaO_mp-545512_OV5fBSWvln_xoIHAgWcKv,Ca2O2,18654,OH,-175.2666153,34,1,-2.132267600000006
82730,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,929,HGe16O73Se24,[0.9766879352464028],mp-1204060,"(1, 0, 0)",1,1029114_Ge-SeO3-2_mp-1204060_88dIpAAzyw_2D9kxjWMBx,Ge4Se8O24,82247,OH,-633.31386872,114,1,1.3389667400000178
76711,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,941,H3Be27O78Sb27,"[0.9805224494788098, 0.9651154342804873, 0.9816326730935592]",mp-1183443,"(3, 1, 0)",3,BeSbO3_mp-1183443_0V0KjCXn2a_9sqIxBpyOq,Be1Sb1O3,74040,OH,-833.69128351,135,3,2.5402640133333327
44344,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,945,HCd15Hg15O27,[0.9810533237511052],mp-9146,"(1, 2, -3)",1,51024953_CdHgO2_mp-9146_c6AKW4JheN_zR5zZzoWzb,Cd2Hg2O4,44065,OH,-183.06279914,58,1,-0.7821485200000211
19659,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,949,HCd16O61Te16,[0.9768927883519054],CdTeO4-rutile,"(1, 1, 2)",1,CdTeO4_CdTeO4-rutile_lY3UBTwXVy_VGiYBV3jVx,Cd1Te1O4,80909,OH,-450.30178552,94,1,1.5262395199999617
6579,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,963,HHf14Mn12O41,[0.968460930244812],mp-754657,"(1, 0, 1)",1,HfMnO3_mp-754657_RqyTpTp2YO_7hn9OYnSm8,Hf4Mn4O12,9868,OH,-612.77708955,68,1,-0.8597565500000712
28442,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,993,HBa24Ge8O39,[0.9726421945156102],mp-778602,"(1, 0, 0)",1,Ba3GeO5_mp-778602_yYQVq1xFxq_Qntfq6H6sy,Ba12Ge4O20,27301,OH,-445.02904086,72,1,-0.1982473299999867
23745,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,1009,H2Cr16O62Re16,"[0.9831979319331636, 0.9829107572913445]",mp-1285050,"(0, 1, 0)",2,CrReO4_mp-1285050_oHhnyb0vYY_oV14DSyzhp,Cr4Re4O16,3254,OH,-768.73303363,96,2,-1.0442709900000011
3220,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,1058,HMn16O59Sb32,[0.9752082936635578],mp-19231,"(2, 2, 1)",1,Mn-SbO2-2_mp-19231_J4RUbZpcUK_zujSa2Gx3R,Mn4Sb8O16,22373,OH,-682.2010264,108,1,-0.8700621300000932
72454,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,1077,H2Ni72O82,"[1.0289426726444746, 0.9767648664300438]",mp-656884,"(0, 2, -1)",2,Ni9O10_mp-656884_vZaS7tXY60_CQ89sM3qgF,Ni9O10,76184,OH,-713.7297221,156,2,0.6846673949999911
6069,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,1113,HIr16Mo16O51,[0.9853130240046122],MoIrO4-rutile,"(1, 0, 1)",1,MoIrO4_MoIrO4-rutile_cTy0kX27Jd_cduYDX3umm,Mo1Ir1O4,37357,OH,-575.05675437,84,1,-0.2758940500000619
28735,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0036.lmdb,1114,HAl24O35,[0.9639062673427353],mp-1143,"(0, 0, 1)",1,Al2O3_mp-1143_DIsc7Vizg6_SHzkAhTD48,Al12O18,15951,OH,-431.66419576,60,1,-0.8521828399999833
20499,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,2,HFe12O39Ta12,[0.9692643593369277],mp-754944,"(0, 2, 1)",1,TaFeO4_mp-754944_CnTGPypTG8_fvfehJR1fq,Ta4Fe4O16,28978,OH,-532.2823237,64,1,-10.594743249999992
30327,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,20,HO43Se16Zn16,[0.9753434309189031],mp-4682,"(0, 1, 0)",1,ZnSeO3_mp-4682_aeijMbrIhH_n273fsux71,Zn4Se4O12,32725,OH,-360.20577002,76,1,-0.4523954999999944
23759,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,28,H2Al18O70Sb18,"[1.0353787781238157, 8.970779037038453]",mp-676861,"(3, 3, 1)",2,AlSbO4_mp-676861_g68KEqk3NJ_qiO7erlf0i,Al2Sb2O8,29384,OH,-697.28063458,108,2,1.504283450000031
19650,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,61,H2O48Ta16Zn8,"[0.9758704140266068, 0.9718243824720554]",mvc-1666,"(0, 1, 0)",2,Ta2ZnO6_mvc-1666_xloRlwjieq_mjltnyiy27,Ta4Zn2O12,27034,OH,-614.24515696,74,2,-1.263628795000017
42159,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,69,HCo30O65,[0.9842982309491113],mp-1283043,"(2, 1, 0)",1,90423983530393683854_CoO2_mp-1283043_t1WMHX9M7G_pCz8VkoADq,Co4O8,43957,OH,-523.45758902,96,1,1.5966658399999858
16205,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,86,HO23Sr12W4,[0.97487960513064],mp-755326,"(1, 0, -1)",1,Sr3WO6_mp-755326_VEycyAZGZW_STX1eRK2xW,Sr6W2O12,10685,OH,-264.03506614,40,1,-2.0984314900000243
2326,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,94,HFe8O47W12,[0.9837984173103156],mvc-8014,"(0, 1, -1)",1,Fe2-WO4-3_mvc-8014_r1vMwCaVFc_sBjHyUNxRR,Fe4W6O24,24932,OH,-473.61333473,68,1,1.5642756799999518
18862,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,137,HMg8O57Zn48,[0.9752720455925445],mp-1210610,"(1, 1, 0)",1,MgZn7O8_mp-1210610_EhJWZYtvR8_Lgc0dXYbDx,Mg1Zn7O8,38183,OH,-516.9304787,114,1,1.709393110000036
43269,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,163,HMn12O41Pd10,[8.909470550463526],MnPdO4-rutile,"(2, 0, 1)",1,2411243514_MnPdO4_MnPdO4-rutile_MuPc6wd7U8_eOr1zUGHxk,Mn1Pd1O4,42435,OH,-390.50107571,64,1,1.0180236099999718
38232,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,166,HO49Sn16Zn16,[0.982214130151248],mp-14628,"(1, 1, 0)",1,ZnSnO3_mp-14628_LG3ltPeeKS_l5pVGwPUsm,Zn6Sn6O18,80284,OH,-440.05436095,82,1,1.2540931900000205
41456,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,176,HCu16O29Pd16,[0.9788912598898996],mp-997012,"(1, 0, 1)",1,904239835_CuPdO2_mp-997012_9RAKN9CSWt_NXefDjzp2a,Cu2Pd2O4,44007,OH,-310.65589662,62,1,0.7006676099999538
12254,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,203,HO51Si16Zr16,[0.9743067358863418],mp-11736,"(0, 0, 1)",1,ZrSiO4_mp-11736_0Hqhfgiuw2_GHle36c4aK,Zr4Si4O16,19689,OH,-690.79672923,84,1,-3.2453982199999984
7392,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,223,HO57Rh16V16,[0.9775465862262658],mp-773064,"(1, 0, 0)",1,VRhO4_mp-773064_l9JNGcigFT_Phi0xxwUpz,V4Rh4O16,21009,OH,-631.75097509,90,1,-0.9329760500000076
9744,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,234,HO43Sb12V12,[0.9748650097219392],mp-1100902,"(1, 2, 1)",1,VSbO4_mp-1100902_pqvVaYOcXm_WKgD7JV99n,V2Sb2O8,17277,OH,-457.31307509,68,1,0.1893050399999936
10901,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,250,HBa24O33Sr8,[0.9686873134391798],mp-1079882,"(1, 0, 0)",1,Ba3SrO4_mp-1079882_hZF63N5NCz_j7CWtkeU5P,Ba3Sr1O4,28426,OH,-382.4733897,66,1,1.1430502800000395
18226,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,252,HCo28O57Si16,[0.9775796648663797],mp-18941,"(1, 0, 0)",1,Co2SiO4_mp-18941_9JJEJ3dYAj_A47b7e6Gmt,Co16Si8O32,26732,OH,-669.34040972,102,1,-2.883845030000004
525,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,286,HAl14Bi16O45,[9.752930769593599],mp-23080,"(2, 2, 1)",1,AlBiO3_mp-23080_S0Jm9dyqgE_ZGL9R8Jv5B,Al1Bi1O3,11885,OH,-479.27929754,76,1,0.6923589399999912
43570,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,312,HMo22O63Rb24,[0.9714567255533171],mp-975292,"(3, 3, 1)",1,123212059559_RbMoO3_mp-975292_WR0RclLrDU_bz68gpdcjR,Rb1Mo1O3,80459,OH,-667.30959463,110,1,-0.9594507900000336
31641,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,322,H2O50Rh16Sc16,"[0.9909980144204186, 0.9750489618336796]",mp-1196890,"(1, 1, -1)",2,ScRhO3_mp-1196890_lV6QSbIiZ4_2oHvjWYLfO,Sc8Rh8O24,7966,OH,-627.42950824,84,2,0.8296245699999929
75623,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,380,HCr12Hg6O43,[8.863606873523143],mp-559125,"(1, 0, 0)",1,Cr2HgO7_mp-559125_HaPD0XWWBJ_O4U8cHwX1m,Cr6Hg3O21,73256,OH,-359.73904322,62,1,-1.3600879999999904
22081,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,416,HCr32K7O57,[8.173902365936108],mp-18881,"(3, 3, 2)",1,KCr4O8_mp-18881_0VGniTHKQO_oHnCgyL7i8,K2Cr8O16,6756,OH,-683.11449473,97,1,-1.4362977400000148
10653,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,426,HCd48O37,[11.2008275074989],mp-13119,"(1, 0, 0)",1,CdO_mp-13119_i4mRBVYT18_ZR36xIjej0,Cd2O2,1619,OH,-286.86716335,86,1,-0.5281026599999734
13671,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,427,HCr12Li4O29,[0.9739000358371352],mp-674219,"(0, 1, 0)",1,LiCr3O8_mp-674219_odOW8vcB0k_D35W4NZ1Mg,Li2Cr6O16,7091,OH,-307.32773993,46,1,0.6353026199999761
11405,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,434,H2Co8Ni8O22,"[0.9773912165838613, 0.9836999361307458]",mp-1279343,"(0, 1, 0)",2,CoNiO3_mp-1279343_dJOJDd1jop_cyyt1n6qAq,Co2Ni2O6,29375,OH,-202.51249138,40,2,0.114984960000001
18350,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,440,HCr24O59Rb8,[0.9800406887646984],mp-30547,"(1, 0, 1)",1,RbCr3O8_mp-30547_60XyddNyn0_GjU86Dsska,Rb2Cr6O16,4701,OH,-606.40359409,92,1,2.384440390000094
45366,is2res_total_train_val_test_lmdbs/data/oc22/is2re-total/train/data.0037.lmdb,442,HCo6Cu12O19,[11.250495321657619],mp-20334,"(1, 0, 1)",1,51024953_CoCu2O3_mp-20334_LhrxmyLHSo_1Ya2slfsBd,Co2Cu4O6,43575,OH,-194.9296373,38,1,0.8155117400000051
