,system_id,bulk_id,miller_index,nads,bulk_symbols,slab_sid,ads_symbols,adsorption_energy
28779,7287,mp-775907,"(0, 1, 1)",4,Y12O18,5487,O,-1.8359301424999925
28782,11286,mp-754759,"(1, 0, 1)",1,Y12O18,24788,H2O,-1.0574546599999568
28784,39087,mp-558573,"(0, 1, 0)",1,Y12O18,702,H2O,-1.188891049999933
28785,37198,mp-775907,"(0, 1, 1)",4,Y12O18,5487,O,-2.9953717250000147
28786,38537,mp-558573,"(0, 0, 1)",1,Y12O18,80230,HO2,6.219365270000023
28787,32774,mp-558573,"(0, 0, 1)",1,Y12O18,31624,O2,5.944194949999989
28789,16980,mp-754759,"(1, 0, 1)",2,Y12O18,24788,O,-2.9835346000000156
28790,37832,mp-1207793,"(1, 0, 0)",2,Y12Sb20O48,20631,O,2.925762074999992
28791,3002,mp-1207793,"(1, 0, 0)",2,Y12Sb20O48,16716,O,2.6115280350000183
28792,20349,mp-981511,"(1, 0, 0)",1,Y12Sb4O28,16644,OH,-1.8182954599999641
28793,17850,mp-981511,"(1, 0, 0)",2,Y12Sb4O28,3657,O,0.9559103400000286
28795,26997,mp-981511,"(1, 0, 0)",1,Y12Sb4O28,79512,OH,-4.802281089999971
28798,28137,mp-981511,"(1, 0, 0)",1,Y12Sb4O28,3657,H2O,-3.0055045499999498
28802,34689,mp-981511,"(1, 0, 0)",1,Y12Sb4O28,16644,H2O,-0.7659629600000191
28804,34685,mp-981511,"(1, 0, 0)",2,Y12Sb4O28,2597,O,2.4984228649999785
28805,37746,mp-981511,"(1, 0, 0)",1,Y12Sb4O28,2597,H2O,-2.1888569899999712
28807,23354,mp-1190968,"(1, 0, 0)",1,Y12Ta4O28,18396,OH,-2.3446097300000215
28808,4797,mp-1190968,"(1, 0, 0)",2,Y12Ta4O28,13725,O,-1.1731425999999796
28809,27536,mp-1190968,"(1, 0, 0)",1,Y12Ta4O28,13725,H2O,-1.3285787400000064
28810,38595,mp-1190968,"(1, 0, 0)",1,Y12Ta4O28,21446,O,-2.8526114200001036
28816,10271,mp-560927,"(1, 0, 0)",2,Y16Al8O36,16001,O,0.47268967999999956
28818,38117,mp-560927,"(1, 1, 0)",2,Y16Al8O36,12236,O,-2.728743535000009
28821,25964,mp-560927,"(1, 1, 0)",2,Y16Al8O36,12236,O,-2.7289244549999996
28822,32012,mp-560927,"(1, 0, -1)",2,Y16Al8O36,26171,O,-1.4610046150000096
28824,9633,mp-5409,"(1, 0, 0)",2,Y16Al8O36,30757,O,-2.680424939999997
28826,19009,mp-769481,"(1, 0, 0)",1,Y16Ga8O36,38799,OH,-0.681311410000054
28827,502,mp-769481,"(1, 0, 0)",2,Y16Ga8O36,9686,O,-1.6881027699999744
28830,6663,mp-769480,"(1, 1, 0)",1,Y16Ga8O36,27163,H2O,-1.0606958099999648
28833,35756,mp-769481,"(1, 0, 0)",2,Y16Ga8O36,38799,O,0.8739775349999636
28835,32995,mp-561441,"(0, 1, 0)",2,Y16Ge8O40,18482,O,-0.2003915249999603
28837,1132,mp-755634,"(1, 1, 0)",1,Y16Hg8O32,15510,H2O,-0.9968446200000418
28838,19020,mp-755634,"(1, 1, 0)",1,Y16Hg8O32,30102,H2O,-1.060615400000012
28841,9747,mp-755634,"(1, 1, 0)",2,Y16Hg8O32,15510,O,2.420048409999962
28843,3634,mp-755634,"(1, 1, 0)",1,Y16Hg8O32,31486,H2O,-0.4884548799999439
28844,17665,mp-755634,"(1, 1, 0)",1,Y16Hg8O32,31486,O,0.9741868100000179
28850,15630,mp-31124,"(1, 1, 1)",2,Y16Mo8O48,35653,O,1.8867585399999856
28852,37707,mp-31124,"(1, 1, -1)",1,Y16Mo8O48,17219,OH,-0.9985724299999867
28857,74662,mp-3520,"(1, 1, 0)",1,Y16Si8O40,74826,OH,2.364480099999904
28858,35902,mp-1201610,"(0, 0, 1)",2,Y16V8O40,18199,O,0.7763109100000325
28859,6245,mp-1201610,"(0, 0, 1)",5,Y16V8O40,18199,O,2.2148905820000024
28861,18004,mp-1101169,"(1, 0, 1)",1,Y18Al6O36,14357,HO2,0.7947927000000139
28868,12519,mp-1101169,"(1, 0, 1)",2,Y18Al6O36,6155,O,0.8331273450000058
28870,18662,mp-1101169,"(1, 0, 1)",1,Y18Al6O36,18313,HO2,1.1884453999999753
28871,22263,mp-1101169,"(1, 0, 1)",6,Y18Al6O36,14357,O,0.366701146666673
28873,24541,mp-1101169,"(1, 0, 1)",4,Y18Al6O36,22965,O,-1.234652014999997
28874,12881,mp-1101169,"(1, 0, 0)",1,Y18Al6O36,21016,HO2,-4.822366830000081
28875,7057,mp-1101169,"(1, 0, 1)",1,Y18Al6O36,80088,HO2,-4.285026469999937
28876,7772,mp-1101169,"(1, 0, 1)",2,Y18Al6O36,36635,O,-0.1742661799999918
28877,30730,mp-1101169,"(1, 0, 1)",1,Y18Al6O36,25689,HO2,-3.900137970000062
28878,32771,mp-1101169,"(1, 0, 1)",2,Y18Al6O36,4793,O,-1.3032311350000068
28879,33147,mp-1101169,"(1, 0, 0)",1,Y18Al6O36,23923,O2,5.040142260000032
28880,29507,mp-1101169,"(1, 0, 1)",4,Y18Al6O36,18313,O,0.06247843249999831
28882,20959,mp-1101169,"(1, 0, 0)",1,Y18Al6O36,21016,H2O,-0.8747704099999911
28884,11625,mp-1101169,"(1, 0, 1)",1,Y18Al6O36,36635,O,-2.2456211099999757
28885,9189,mp-1101169,"(1, 0, 1)",2,Y18Al6O36,80088,O,-0.0857679400000132
28888,3088,mp-1101169,"(1, 0, 1)",2,Y18Al6O36,22965,O,-1.5194757150000295
28889,29718,mp-1101169,"(1, 0, 1)",4,Y18Al6O36,6155,OH,0.9899252175000106
28890,32656,mp-1101169,"(1, 0, 1)",1,Y18Al6O36,22965,H2O,-0.6889442100000398
28893,39093,mp-19005,"(1, 0, 0)",1,Y18W3O36,27353,OH,-2.3969566199999885
28895,39549,mp-19005,"(1, 0, 0)",1,Y18W3O36,940,H2O,-0.962368899999996
28899,38086,mp-867605,"(0, 0, 1)",3,Y1Bi15O24,14760,OH,-0.9585954633333629
28901,38410,mp-867605,"(0, 0, 1)",1,Y1Bi15O24,14760,HO2,1.5315160000000079
28902,1032,mp-758784,"(1, 2, 1)",2,Y1Zr4O9,25142,O,0.42656253499998553
28906,26150,mp-758784,"(1, 2, 1)",1,Y1Zr4O9,25142,O2,0.9836997199999972
28909,20114,mp-758784,"(1, 2, 1)",1,Y1Zr4O9,25142,OH,0.1668005999999685
28910,3956,mp-758784,"(1, -2, 1)",1,Y1Zr4O9,21797,O2,1.6850292800000872
28911,17346,mp-758784,"(1, 2, 1)",6,Y1Zr4O9,9232,O,2.867323429999997
28912,27147,mp-758784,"(1, 2, 1)",1,Y1Zr4O9,9232,H2O,-0.8853873500000251
28913,21600,mp-758784,"(1, -2, 1)",1,Y1Zr4O9,21797,H2O,-1.2892821699999732
28915,3941,mp-758784,"(1, 2, 1)",1,Y1Zr4O9,9232,HO2,4.655285139999987
28918,18556,mp-758784,"(2, -2, -1)",2,Y1Zr4O9,2470,O,1.3267792050000058
28921,36127,mp-758784,"(1, 0, 1)",1,Y1Zr4O9,17264,HO2,1.2003446400000233
28922,32590,mp-758784,"(1, 0, 2)",2,Y1Zr4O9,40586,O,-2.4922611949999998
28923,4827,mp-758784,"(1, 2, 1)",1,Y1Zr4O9,25142,H2O,-0.8251304500000121
28924,26871,mp-675470,"(1, 1, -2)",3,Y1Zr9O20,12029,OH,0.06439264333332981
28925,19406,mp-675470,"(1, -2, 0)",1,Y1Zr9O20,79794,HO2,-4.797114970000055
28928,31690,mp-675470,"(1, 1, -2)",1,Y1Zr9O20,12029,H2O,-1.176004800000095
28929,8068,mp-675470,"(0, 1, 1)",2,Y1Zr9O20,19375,O,0.772305225000051
28930,20947,mp-675470,"(2, 1, 0)",1,Y1Zr9O20,14190,H2O,-2.1660553000000338
28931,27968,mp-675470,"(1, -2, 0)",2,Y1Zr9O20,79794,O,-0.5203814100000012
28932,13657,mp-675470,"(1, -2, 0)",1,Y1Zr9O20,16475,HO2,4.2309724899999965
28934,18236,mp-675470,"(2, 1, 0)",3,Y1Zr9O20,14190,OH,0.6174096699999718
28935,20971,mp-675470,"(1, 1, -2)",1,Y1Zr9O20,12029,O2,4.571884080000011
28936,10945,mp-675470,"(0, 1, 1)",1,Y1Zr9O20,19375,OH,-2.901052819999924
28938,36724,mp-675470,"(2, 1, 0)",6,Y1Zr9O20,14190,O,2.694159951666665
28939,16411,mp-675470,"(1, 1, -2)",1,Y1Zr9O20,12029,HO2,1.414739689999917
28941,19050,mp-30250,"(3, 2, 0)",1,Y2Ag2O4,17906,H2O,-1.7873956699999043
28942,22070,mp-30250,"(1, 0, 0)",1,Y2Ag2O4,6411,H2O,-2.58723221000002
28943,29479,mp-30250,"(3, 2, 0)",6,Y2Ag2O4,20306,O,1.667064641666672
28944,26492,mp-30250,"(3, 1, 0)",1,Y2Ag2O4,79291,O2,3.291487249999925
28946,43862,mp-30250,"(3, 1, 0)",1,Y2Ag2O4,41496,OH,0.2950866400000029
28947,45903,mp-30250,"(1, 1, 1)",2,Y2Ag2O4,45097,O,0.6196630800000353
28948,34134,mp-30250,"(3, 2, 0)",1,Y2Ag2O4,20306,H2O,-2.3142669899999597
28949,45020,mp-30250,"(3, -1, 3)",1,Y2Ag2O4,41383,O2,0.9577073799999808
28950,44223,mp-30250,"(3, -1, 3)",2,Y2Ag2O4,41383,OH,0.887742904999991
28951,45526,mp-30250,"(1, 0, 2)",1,Y2Ag2O4,44846,O,-3.879335380000017
28952,32804,mp-30250,"(3, -1, 0)",2,Y2Ag2O4,26302,O,0.5084967299999879
28953,45591,mp-30250,"(3, -1, 3)",1,Y2Ag2O4,41383,O2,0.9419973500000012
28955,31965,mp-30250,"(3, 1, 0)",1,Y2Ag2O4,22147,O2,3.385050729999982
28956,45177,mp-30250,"(1, 0, 2)",1,Y2Ag2O4,44846,HO2,-4.499157200000016
28957,12263,mp-30250,"(1, 0, 0)",1,Y2Ag2O4,6411,O2,2.768218949999998
28962,45489,mp-30251,"(1, 0, 1)",2,Y2Au2O4,45297,O,3.3000538600000175
28963,29720,mp-769643,"(1, 0, 0)",1,Y2Bi24O40,11836,H2O,-0.4070512899999645
28965,28424,mp-769643,"(1, 0, 0)",4,Y2Bi24O40,11836,O,2.3842023000000103
28966,14441,mp-769643,"(1, 0, 0)",1,Y2Bi24O40,11836,HO2,3.7740797000000135
28968,40736,mp-769643,"(1, 0, 0)",2,Y2Bi24O40,33064,O,1.966028569999989
28969,13488,mp-769643,"(1, 0, 0)",1,Y2Bi24O40,33064,H2O,-0.3798551000000376
28971,21542,mp-769643,"(1, 0, 0)",1,Y2Bi24O40,35887,H2O,-0.8009492699999274
28972,43065,mvc-3570,"(3, -1, 0)",1,Y2Co2O6,41264,O,1.8011353600000155
28975,4363,mvc-1832,"(1, 1, 1)",2,Y2Cu14O24,79238,O,2.4937511749999692
28976,15803,mvc-1832,"(1, 1, 0)",2,Y2Cu14O24,33169,O,2.4112321849999865
28978,38559,mvc-1832,"(1, 1, 0)",1,Y2Cu14O24,15116,H2O,-0.7976725799999205
28979,23088,mvc-1832,"(1, 1, 0)",1,Y2Cu14O24,777,H2O,-0.7847711699999937
28982,18602,mvc-1832,"(1, 1, 0)",4,Y2Cu14O24,33169,O,2.712227119999992
28983,39809,mvc-1832,"(1, 1, 0)",1,Y2Cu14O24,18868,OH,1.322791620000013
28984,21130,mvc-1832,"(1, 1, 0)",2,Y2Cu14O24,18868,O,2.4093128049999826
28985,40445,mvc-1832,"(1, 1, 0)",3,Y2Cu14O24,15228,OH,1.526867056666655
28988,21467,mvc-1832,"(1, 1, 0)",1,Y2Cu14O24,15228,HO2,4.567367729999998
28989,31073,mvc-1832,"(1, 1, 1)",1,Y2Cu14O24,27507,O,3.3129075099999716
28991,8360,mvc-1832,"(1, 1, 0)",2,Y2Cu14O24,33169,O,2.482425070000003
28992,12293,mvc-1832,"(1, 1, 1)",1,Y2Cu14O24,24798,O2,4.877152730000027
28994,28265,mvc-1832,"(1, 1, 0)",2,Y2Cu14O24,15228,O,2.432875169999986
28995,41756,mp-2918,"(1, 0, 2)",2,Y2Cu2O4,44731,O,2.345344934999984
28996,44774,mp-2918,"(1, 0, 2)",1,Y2Cu2O4,44731,H2O,-2.1150501199999727
28998,25493,mp-1293833,"(1, 1, 1)",1,Y2Fe4O8,10414,H2O,-0.8376180199999173
29002,11660,mp-1293833,"(1, 0, 1)",1,Y2Fe4O8,13969,H2O,-2.558566500000035
29003,75975,mp-1299640,"(1, 1, 1)",2,Y2Fe4O8,80003,O,1.1691553799999757
29005,18802,mp-754226,"(3, -1, 0)",2,Y2Lu2O6,20710,O,-3.2827878799999746
29006,14124,mp-754226,"(3, -1, 0)",1,Y2Lu2O6,20710,H2O,-0.6568394299999856
29007,14359,mp-754226,"(3, -1, 0)",2,Y2Lu2O6,20710,O,-1.7134099099999698
29008,5305,mp-19227,"(3, -1, 0)",2,Y2Mn2O6,32646,O,0.1603739250000136
29012,28511,mp-25579,"(0, 1, 1)",2,Y2Mo6O16,13244,O,-1.6098957249999752
29014,13225,mp-25579,"(0, 0, 1)",1,Y2Mo6O16,881,H2O,0.0833022000000536
29015,32800,mp-25579,"(0, 1, 1)",2,Y2Mo6O16,13244,O,0.8511893349999842
29016,18023,mp-25579,"(1, 1, 2)",6,Y2Mo6O16,80505,OH,1.2703343349999914
29017,34210,mp-25579,"(0, 1, 1)",1,Y2Mo6O16,13244,H2O,-5.463456419999938
29018,4873,mp-25579,"(1, 1, 2)",1,Y2Mo6O16,80505,HO2,3.8721907799999804
29023,26043,mp-25579,"(0, 2, 1)",1,Y2Mo6O16,17207,HO2,3.9159812199999897
29024,35588,mp-25579,"(0, 2, 1)",2,Y2Mo6O16,17207,O,-0.3402711949999879
29025,19995,mp-13061,"(2, 2, 1)",1,Y2O3,25795,O2,5.136778319999955
29026,41870,mp-13061,"(2, 0, 1)",1,Y2O3,81137,OH,-2.3473541700000364
29029,24907,mp-13061,"(3, 1, 3)",2,Y2O3,38950,O,-3.6280782000000356
29030,23036,mp-13061,"(3, -1, 0)",2,Y2O3,31639,O,-2.5594049000000063
29032,16731,mp-13061,"(0, 0, 1)",2,Y2O3,21266,O,-5.394766250000006
29034,45911,mp-13061,"(3, -1, 0)",2,Y2O3,43982,O,-0.2113219850000145
29035,45152,mp-13061,"(3, -1, 0)",2,Y2O3,43982,O,-3.527148044999992
29036,6409,mp-13061,"(2, 0, 1)",2,Y2O3,27429,O,-3.680532375000015
29037,35844,mp-13061,"(1, 0, 2)",1,Y2O3,16194,H2O,-6.732340549999998
29038,23578,mp-768479,"(3, -1, 0)",2,Y2Sc2O6,79663,O,-0.58294347500001
29039,24006,mp-768479,"(3, -1, 0)",1,Y2Sc2O6,79663,OH,-2.086920640000036
29040,35877,mp-768479,"(1, 0, 0)",1,Y2Sc2O6,79327,HO2,1.1652313700000125
29041,13472,mp-768479,"(1, 0, 0)",2,Y2Sc2O6,79327,O,0.085436159999998
29042,22386,mp-768479,"(1, 0, 0)",2,Y2Sc2O6,79327,O,-0.35327877500000915
29045,4885,mp-768479,"(3, -1, 0)",2,Y2Sc2O6,14894,O,0.3650349599999718
29046,37205,mp-768479,"(3, -1, 0)",1,Y2Sc2O6,79663,O,-3.872591010000039
29047,10056,mp-768479,"(3, -1, 0)",2,Y2Sc2O6,14894,O,-3.34094658000001
29048,39548,mp-768479,"(3, -1, 0)",1,Y2Sc2O6,14894,H2O,-2.98650234000001
29050,45532,mp-752658,"(3, -1, 0)",2,Y2Se1O2,43218,O,-0.1733498050000174
29054,43485,mp-752658,"(3, -1, 0)",1,Y2Se1O2,43218,H2O,-2.8894307900000005
29055,20177,mp-752658,"(2, 0, 1)",1,Y2Se1O2,29546,OH,-0.1575255199999412
29056,1762,mp-752658,"(3, 1, 0)",1,Y2Se1O2,6985,O2,2.529104109999928
29058,1573,mp-752658,"(3, 1, 0)",1,Y2Se1O2,6985,HO2,1.7856287399999904
29060,35687,mvc-13971,"(1, 0, 0)",2,Y2Sn2O6,33711,O,1.788329005000006
29062,14554,mvc-13971,"(1, 1, 0)",2,Y2Sn2O6,12110,O,-1.1121908549999684
29063,40902,mvc-13971,"(1, 0, 3)",1,Y2Sn2O6,45276,O,0.1482412699999973
29064,43001,mvc-13971,"(3, -1, 0)",2,Y2Sn2O6,41959,O,1.4273324149999929
29065,43880,mvc-13971,"(1, 1, 1)",2,Y2Sn2O6,79342,O,2.5388231600000184
29066,12175,mp-5377,"(1, 2, 1)",2,Y2Ta2O8,31452,O,2.496731364999986
29068,26228,mp-5377,"(1, 2, 2)",3,Y2Ta2O8,39271,O,-1.6406464900000066
29069,5371,mp-5377,"(1, 2, 1)",1,Y2Ta2O8,31452,O,2.8635520299999633
29071,27954,mp-5377,"(1, 2, -1)",1,Y2Ta2O8,20838,HO2,2.806082440000066
29073,18863,mp-5377,"(1, 2, -1)",2,Y2Ta2O8,20838,O,-0.0913151149999602
29075,5512,mp-5377,"(1, 2, 1)",1,Y2Ta2O8,31452,H2O,-1.2904388800000053
29078,19448,mp-5377,"(1, 1, 0)",1,Y2Ta2O8,27354,HO2,1.396326890000066
29079,31589,mp-5377,"(2, 0, -1)",1,Y2Ta2O8,18293,O,-4.344738009999989
29080,11834,mp-5377,"(2, 0, -1)",1,Y2Ta2O8,18293,HO2,-2.7411840700000334
29082,32990,mp-5377,"(1, 2, 2)",1,Y2Ta2O8,39271,HO2,-5.045544909999992
29083,16200,mp-752515,"(1, 0, 1)",1,Y2Ta6O18,80966,H2O,-0.5714588100000757
29085,34295,mp-752515,"(1, 0, -1)",2,Y2Ta6O18,11719,O,-0.8731974450000475
29087,30203,mp-752515,"(1, 0, 1)",2,Y2Ta6O18,80966,O,2.492845775000004
29088,21089,mp-752515,"(1, 0, -1)",1,Y2Ta6O18,11719,HO2,4.420356009999975
29090,414,mp-752515,"(1, 0, 1)",3,Y2Ta6O18,36462,OH,-2.71749749999998
29092,998,mvc-13995,"(3, -1, 0)",2,Y2Ti2O6,21610,O,-2.4789696399999763
29093,24964,mvc-13995,"(1, 0, 0)",1,Y2Ti2O6,15098,H2O,-0.2644025399999865
29098,17833,mvc-13995,"(3, -1, 0)",1,Y2Ti2O6,21610,HO2,-3.096531609999945
29099,33489,mvc-13995,"(3, 1, 0)",1,Y2Ti2O6,18576,HO2,-5.453063339999974
29100,37193,mvc-13995,"(3, 1, 0)",2,Y2Ti2O6,40119,O,-2.5524037200000036
29102,38917,mp-1191214,"(0, 0, 1)",1,Y2W4O18,916,O,0.3395948000000122
29103,564,mp-1191214,"(0, 0, 1)",1,Y2W4O18,916,H2O,-0.3099851000000004
29104,7041,mvc-784,"(1, 0, -1)",2,Y2W6O16,2758,O,-2.054987250000013
29105,8988,mvc-784,"(0, 1, 0)",2,Y2W6O16,35689,O,-2.2963999850000243
29107,16134,mvc-784,"(0, 1, 0)",1,Y2W6O16,35689,OH,-1.6566030500000204
29108,14210,mvc-784,"(1, 0, -1)",1,Y2W6O16,2758,OH,-2.6642692900000116
29110,29593,mvc-784,"(1, 0, -1)",1,Y2W6O16,2758,OH,-1.1915503199999955
29111,36098,mvc-784,"(0, 1, 0)",2,Y2W6O16,11891,O,-2.5573713800000086
29112,32624,mvc-784,"(1, 1, 0)",2,Y2W6O16,28185,O,0.201943774999987
29113,13350,mvc-784,"(1, 0, -1)",1,Y2W6O16,2758,O2,1.0379762499999785
29118,4981,mvc-784,"(1, 1, 0)",2,Y2W6O16,28185,O,-0.7414267750000103
29120,17110,mvc-784,"(0, 1, 0)",6,Y2W6O16,11891,O,-1.6117544766666683
29123,24698,mvc-784,"(1, 1, 0)",1,Y2W6O16,7377,H2O,-0.7881844400000038
29125,7281,mp-676515,"(1, 0, 0)",4,Y2Zr10O24,36117,O,1.960797207500005
29126,36659,mp-676515,"(1, 0, 0)",1,Y2Zr10O24,36117,OH,1.4299676100000431
29127,2109,mp-676515,"(1, 0, 0)",1,Y2Zr10O24,36117,H2O,-1.7069990999999565
29130,25002,mp-2652,"(1, 0, 0)",1,Y32O48,21408,H2O,-5.09316754999997
29131,3267,mp-2652,"(1, 0, 0)",2,Y32O48,39343,O,1.0131251749999965
29132,8310,mp-2652,"(1, 0, 0)",1,Y32O48,4267,HO2,3.424597500000002
29133,36483,mp-2652,"(1, 0, 0)",2,Y32O48,19260,O,0.39787762000000026
29134,36722,mp-2652,"(1, 0, 0)",1,Y32O48,24517,HO2,-0.08607588999996338
29135,17383,mp-2652,"(1, 0, 0)",1,Y32O48,24906,OH,-4.052434510000031
29137,22160,mp-2652,"(1, 0, 0)",2,Y32O48,18378,O,2.4100068300000124
29138,5256,mp-2652,"(1, 0, 0)",1,Y32O48,24906,H2O,-2.8822657100000644
29139,28513,mp-2652,"(1, 0, 0)",9,Y32O48,24517,O,1.8744805933333368
29142,1818,mp-2652,"(1, 0, 0)",1,Y32O48,39343,H2O,-3.2976180699999933
29144,31665,mp-2652,"(1, 0, 0)",1,Y32O48,24906,HO2,0.5175454699999567
29146,40056,mp-2652,"(1, 0, 0)",1,Y32O48,15337,H2O,-3.105089310000034
29149,25428,mp-2652,"(1, 0, 0)",1,Y32O48,24517,O,-2.009574420000009
29150,12669,mp-2652,"(1, 0, 0)",1,Y32O48,15337,OH,1.6415878999999711
29151,25473,mp-2652,"(1, 0, 0)",1,Y32O48,21408,HO2,-0.597274350000023
29153,17000,mp-2652,"(1, 0, 0)",4,Y32O48,34769,O,1.5487413149999985
29156,8261,mp-2652,"(1, 0, 0)",1,Y32O48,12613,H2O,-4.554200889999942
29158,39480,mp-2652,"(1, 0, 0)",2,Y32O48,24517,O,0.0615307449999964
29160,37681,mp-2652,"(1, 0, 0)",2,Y32O48,19260,O,0.7598948950000282
29161,13864,mp-2652,"(1, 0, 0)",1,Y32O48,19260,H2O,-5.177192480000025
29162,20215,mp-2652,"(1, 0, 0)",1,Y32O48,24517,H2O,-6.9223613400000605
29164,25900,mp-2652,"(1, 0, 0)",6,Y32O48,4267,O,2.683988394999998
29166,17971,mp-2652,"(1, 0, 0)",2,Y32O48,39343,O,1.0043130549999806
29167,25456,mp-2652,"(1, 0, 0)",2,Y32O48,7502,O,2.3868194850000157
29168,25550,mp-2652,"(1, 0, 0)",1,Y32O48,4267,H2O,-1.136330759999959
29170,14081,mp-754671,"(3, -1, 0)",2,Y3Sc3O6,618,O,-3.656761865000052
29171,29422,mp-754671,"(3, -1, 0)",1,Y3Sc3O6,618,OH,-2.343223970000073
29172,39256,mp-754671,"(3, -1, 0)",1,Y3Sc3O6,618,H2O,-3.721595430000088
29174,13803,mvc-13858,"(1, 1, 0)",1,Y4Ag4O12,2032,HO2,3.824486219999981
29175,23813,mvc-13858,"(1, 0, 0)",1,Y4Ag4O12,35494,H2O,-0.7952219599999868
29180,12499,mvc-13858,"(1, 1, 0)",1,Y4Ag4O12,22715,H2O,-1.523500740000026
29182,18055,mvc-13858,"(1, 0, 1)",2,Y4Ag4O12,526,O,2.4839528349999944
29183,17600,mp-768572,"(1, 0, 0)",2,Y4Al12O24,13774,O,0.2073544000000116
29184,8244,mp-768572,"(1, 0, 0)",1,Y4Al12O24,26601,H2O,-1.032875110000015
29185,10169,mp-768572,"(1, 0, 0)",2,Y4Al12O24,26601,O,2.3938045499999965
29188,40185,mp-768572,"(1, 0, 0)",2,Y4Al12O24,36265,O,0.1945372099999905
29189,12797,mp-768572,"(1, 0, 0)",1,Y4Al12O24,36265,HO2,3.0952929699999436
29191,14343,mp-768572,"(1, 0, 0)",1,Y4Al12O24,13774,H2O,-0.1192743499999497
29192,28336,mp-768572,"(1, 0, 0)",1,Y4Al12O24,36265,H2O,-0.1352704700000178
29194,27967,mp-768572,"(1, 0, 0)",2,Y4Al12O24,36265,O,-3.098985020000017
29198,21915,mp-3792,"(1, 2, 2)",2,Y4Al4O12,6850,O,-0.3252246449999656
29199,31303,mp-3792,"(1, 0, 0)",1,Y4Al4O12,1681,O,-4.0271049000000145
29200,40490,mp-3792,"(1, 2, 2)",1,Y4Al4O12,6850,OH,-2.8334795799999224
29201,29148,mp-3792,"(1, 2, 2)",1,Y4Al4O12,6850,O,-3.395463079999987
29202,2095,mp-3792,"(1, 0, 0)",1,Y4Al4O12,1681,H2O,-4.126222149999984
29203,21686,mp-3792,"(1, 0, 0)",1,Y4Al4O12,1681,HO2,-6.712404820000077
29204,37986,mp-1070510,"(2, 1, 0)",1,Y4Bi2O4,799,HO2,-4.593441360000045
29206,40188,mp-1070510,"(2, 1, 0)",1,Y4Bi2O4,799,H2O,-0.8699249699999942
29208,14748,mp-1070510,"(2, 1, 0)",2,Y4Bi2O4,799,O,0.1465334199999948
29209,5225,mp-1070510,"(2, 1, 0)",1,Y4Bi2O4,799,OH,-1.4184991600000296
29212,31964,mvc-16379,"(0, 0, 1)",2,Y4Co12O24,2912,O,1.9082664099999795
29214,22977,mp-1288734,"(0, 1, 0)",1,Y4Co4O12,8570,H2O,-0.9531444699999784
29215,10096,mp-1288734,"(1, 0, 0)",2,Y4Co4O12,35956,O,1.0899460850000058
29216,32537,mp-1288734,"(1, 0, 0)",1,Y4Co4O12,35956,HO2,-2.720702779999956
29218,27357,mp-1288734,"(1, 2, 0)",2,Y4Co4O12,19535,O,1.6598712949999856
29220,16248,mp-1288734,"(0, 1, 0)",3,Y4Co4O12,19853,O,2.376291160000001
29221,21677,mp-1288734,"(0, 1, 0)",4,Y4Co4O12,8570,O,0.8426118724999843
29222,19570,mvc-4610,"(1, 1, 2)",1,Y4Co8O16,80229,OH,1.4000492899999506
29223,7060,mvc-4610,"(1, 0, 3)",2,Y4Co8O16,19692,O,2.689754889999987
29224,19159,mvc-4610,"(1, 1, 0)",2,Y4Co8O16,9962,O,1.6592221549999782
29226,78708,mvc-16223,"(0, 0, 1)",1,Y4Cr12O24,68490,H2O,-5.578784929999978
29227,74995,mvc-16223,"(0, 0, 1)",1,Y4Cr12O24,80448,H2O,-1.1642666400000454
29228,74020,mvc-16223,"(0, 0, 1)",6,Y4Cr12O24,68490,O,-2.184740738333339
29230,7457,mp-18725,"(0, 1, 0)",4,Y4Cr4O12,80926,O,-1.895829192500005
29232,3100,mp-18725,"(1, 0, 0)",1,Y4Cr4O12,39668,H2O,-0.6180772299999209
29234,34617,mp-18725,"(1, 0, 0)",4,Y4Cr4O12,39668,OH,-1.4653861549999954
29235,22888,mp-18725,"(0, 1, 0)",1,Y4Cr4O12,80926,OH,-1.620369249999973
29236,33474,mp-22618,"(1, 1, 1)",3,Y4Cu8O16,12019,O,1.9785420533333118
29237,33965,mp-22618,"(1, 0, 0)",1,Y4Cu8O16,18752,H2O,-1.1644589399999692
29240,7330,mp-22618,"(1, 0, 0)",4,Y4Cu8O16,18752,OH,0.7687516050000005
29241,71096,mvc-16279,"(0, 0, 1)",1,Y4Fe12O24,77039,H2O,-1.8065459000000548
29243,38791,mp-20783,"(1, 0, 0)",1,Y4Fe4O12,14996,HO2,1.994291220000034
29246,5294,mp-1216141,"(2, -1, 2)",1,Y4Ge1O10,39669,O2,6.5665391500000325
29247,33514,mp-1216141,"(2, 0, -1)",1,Y4Ge1O10,80371,HO2,2.9741623699999287
29248,265,mp-1216141,"(2, -1, 2)",1,Y4Ge1O10,18257,O,4.224350989999974
29251,21485,mp-1216141,"(2, -1, 2)",2,Y4Ge1O10,6648,O,2.7082854100000002
29252,32832,mp-1216141,"(2, -1, 2)",1,Y4Ge1O10,6648,O,1.3718221299999673
29254,2762,mp-1216141,"(2, -1, 2)",2,Y4Ge1O10,13931,O,2.8662425949999863
29255,37936,mp-1216141,"(2, 0, -1)",1,Y4Ge1O10,21163,H2O,0.0456500999999942
