sid,OH length 1,OH length 2,OO length,OOH angle 1,OOH angle 2
74629,[3.465158229238151],[0.9651952771893604],[3.063244074233209],[15.479472171833516],[106.62938931521714]
41761,[3.6884321395982775],[0.9697907171672492],[3.288876743505688],[14.575831605943176],[106.83359871567632]
28660,[1.8842173117374368],[0.9788525440906783],[1.4808232539898138],[30.967370577746888],[97.91658615768188]
81798,[1.9312047388861144],[0.9781069882005058],[1.4589444507474112],[29.564205617274304],[103.04796061871394]
5743,[1.9363174178266211],[1.0565175484006726],[1.338032803849261],[31.38784131603157],[107.34230677855294]
71204,[1.9138095585834427],[0.985604042966763],[1.4472710018269737],[30.238910969623124],[102.07213608319964]
21452,[4.384439776962463],[0.9778336122912464],[4.439592346570327],[12.704487418207115],[80.43426921458808]
43628,[3.679231098841621],[0.9749434678593584],[3.5865905135010525],[15.353708889906828],[87.72668650345567]
34672,[1.86888613522954],[0.980343964163417],[1.4510628509649066],[31.241392221026945],[98.61298400952036]
30063,[5.750667309949764],[0.9721301499087658],[5.363691815566049],[9.210033661704236],[108.77230522846403]
71906,[2.045430387171136],[1.0687437255118308],[1.4910283842617829],[30.330157181687586],[104.8797320528756]
1083,[3.368266864452592],[0.9751889998021804],[3.0365990080703047],[16.486190505027032],[101.42630989810458]
17298,[3.4199950283041884],[0.972915682332534],[3.353172395765423],[16.478902409380733],[85.65817189607839]
20915,[1.918776390758404],[0.9814852430237428],[1.4778950794863748],[30.18335546460767],[100.61127167668305]
22123,[1.913748318831045],[0.9820181179330972],[1.4829810387698723],[30.368313970217883],[99.86155592794924]
21933,[3.029153244167329],[2.857364070615512],[1.2346391592501538],[70.18473988633247],[85.82969903183535]
1096,[1.866049737144018],[0.9821671015650312],[1.4061218041074472],[31.07544813095646],[101.28073756898664]
20378,[3.1905973707343307],[2.667133649243733],[1.2389163530429268],[54.40806495761717],[103.3985832336231]
31060,[3.9283208122969153],[0.9635050447218464],[3.04165272393937],[6.252751069109559],[153.63695521968194]
7055,[3.3234007218147466],[2.686857139051268],[1.2604546231033094],[130.60002102124164],[110.06343008005524]
1055,[3.366307456638055],[2.540738323652925],[1.2396366616827283],[39.78624568924478],[122.02055520278628]
21182,[1.932266498814084],[0.976265605484163],[1.5086707289641044],[29.853209516344062],[99.86082499415411]
18592,[1.9048308665102112],[0.9796111102043232],[1.4823711957075385],[30.49479364032056],[99.33944866912414]
9909,[4.165865890172235],[0.9721063070042576],[3.234746093392681],[4.360340072636335],[160.98509159338278]
31925,[1.935098469181413],[1.001303958393502],[1.4788015206071463],[30.54871198672686],[100.80433969213904]
11248,[3.680693183528724],[0.9698531663461624],[4.153934830934813],[12.42898530450636],[54.76750137141672]
5841,[3.4787633069450483],[0.9753572897265924],[2.656039524943262],[9.886930127976417],[142.23600835005]
11826,[1.9114672957292955],[0.9797538187416468],[1.4845655946175724],[30.34774877605362],[99.69432724476698]
26625,[2.453469661687151],[1.880397153713698],[1.3015152707199953],[49.14641375405581],[99.28423232980217]
20408,[1.93466001290264],[0.9759830502473386],[1.4911814589127763],[29.657726094139555],[101.22768211543251]
29834,[3.4950635892113517],[3.227099453188384],[1.281492598167943],[67.39249866140082],[91.10203097963054]
3699,[1.9252184783578732],[0.9824154652363586],[1.5068194557303969],[30.251329196868653],[99.15039696594263]
8610,[1.914839190977988],[0.9902677307296855],[2.781188439379951],[11.93040916946919],[23.56145968643921]
32893,[1.908615575705788],[1.0072837907773278],[1.4320209142230254],[31.136162779109043],[101.54766792729426]
18677,[3.16119772770429],[0.9694697820789524],[3.134495423053063],[17.709759935192785],[82.70461309711551]
20615,[1.9182802924771267],[0.9788809408676904],[1.486435521688473],[30.154116575248725],[100.13536803880172]
71043,[4.087901954360374],[3.383147426319249],[1.3216848936384902],[49.53989174471623],[113.16806495697526]
7950,[4.606489787820542],[4.986627595263854],[1.2328360824413478],[100.79243703019785],[65.15243061120357]
30502,[1.8983935581833495],[0.982347989705976],[1.4552425697547402],[30.58349898261166],[100.50261529918996]
13623,[1.870051750122848],[0.982662746452188],[1.4021096654843397],[30.94982610954324],[101.84346875176438]
6620,[3.776951653606944],[0.9803656637534414],[3.9287365547475006],[14.444271681272562],[73.94246100219097]
24841,[1.6831512591790632],[1.027957909371145],[2.68652268256986],[6.024267828293573],[9.894925919306964]
76945,[1.8617693612293695],[0.9845033326626232],[1.4046903847387475],[31.280686942539717],[100.9163421186142]
42131,[1.9383757256602687],[0.971849069420844],[1.5173318684377062],[29.59093344648991],[99.96813323933112]
12287,[4.464116113160554],[0.9723175689366416],[4.100254328304083],[12.097717135074582],[105.798651896625]
40352,[1.942089642806106],[0.9814398693133588],[1.5221152465693644],[29.898383896089147],[99.47152768789384]
42909,[1.880819336788859],[1.0352890288628542],[1.3819673646837405],[32.68102021599307],[101.20057532028932]
3863,[1.893554195354044],[0.9819532565006556],[1.4468875651412916],[30.633963679314927],[100.70513711745316]
16570,[4.1168971061306685],[0.9730141468733078],[4.042262851450417],[13.658150926532452],[87.53879995923165]
32641,[1.9370934831412143],[1.0535178833644456],[1.4091551093308667],[32.03217574984895],[102.77832333423072]
40235,[3.3758357767179272],[0.9745928632569956],[3.6399415226518537],[141.80657181016707],[115.2796559694844]
69938,[2.5405599188924164],[0.9704219216978064],[2.6317789653546786],[21.53404984330112],[73.93447609672596]
17441,[4.27718614510241],[4.7671918645725615],[1.2281299254329638],[106.1571074436554],[59.51647368087066]
13491,[2.0005521094633227],[1.0449579534269118],[1.4673835548889056],[30.408964838279694],[104.29196430622224]
44253,[4.513973938304723],[2.681425502338103],[4.996938772288357],[32.2434429150143],[63.91414036441515]
22798,[1.90623632262958],[0.977153648241221],[1.4793507165399693],[30.343283298519182],[99.76652494727406]
45734,[3.1508790249804925],[2.771572339061449],[1.277974381516258],[61.20123593777043],[94.96586774315816]
8326,[1.9005954862934973],[0.9779382127023084],[1.459760729512858],[30.382440444958103],[100.59585621015285]
83528,[3.817889541598647],[0.9800671929193064],[3.033596859319508],[9.907061058135993],[137.9152300675679]
2360,[1.922549953011276],[0.9797384310454323],[1.476122295506877],[30.00346584536137],[101.1104582227366]
551,[1.9178368119353484],[0.9756122311265116],[1.4955736951905634],[30.099000564253],[99.65722589265268]
29257,[1.6562597252425155],[1.0216133436227843],[2.67071711406415],[3.2887761495546366],[5.336614277248671]
3186,[1.8858286241256697],[1.0040115634604485],[1.338542577424144],[30.72173461783668],[106.34956242979538]
16533,[1.886798282160416],[0.9813172081716436],[1.4127311390687107],[30.51224064701171],[102.52324932266475]
16207,[1.913976071093739],[1.0015623204830184],[1.4580841617887583],[30.961557289721828],[100.53807227958514]
74971,[1.9512425715683688],[1.025048085903135],[1.467956424600283],[30.97893387613393],[101.53380266340112]
40404,[3.353819537521709],[3.174240215258498],[1.369928604603008],[70.62125350355146],[85.35431099912272]
40539,[1.9524373602768763],[0.9884632358819648],[1.4810096366395633],[29.60168773873009],[102.65760563840792]
13447,[2.470127366927028],[0.979981140755984],[3.087313499095942],[15.843935540486152],[43.48507185034487]
41,[2.019822633150417],[1.1151547221559794],[1.4683510271058562],[32.68840738580284],[101.98521599797655]
4326,[3.4858269271897875],[0.9751469795047368],[2.9779559979264727],[14.845198510882817],[113.671856488692]
9557,[1.9069168464596784],[0.9806420587083324],[1.4536260029592818],[30.27677317035124],[101.36163624921755]
74645,[1.9345786426890597],[0.9741948728471668],[1.5031225730413902],[29.677844715911693],[100.5090321912261]
11000,[1.9050303246249904],[0.979186723588094],[1.4969281363577318],[30.56084552700353],[98.42551007098456]
10681,[2.651344708666916],[2.1336911613357725],[1.2965349973347933],[52.78638829457461],[98.27166409077483]
45784,[1.914487051794737],[0.9861011205822284],[1.4506054948418514],[30.26856012067277],[101.87302549671968]
45454,"[1.9230361286720703, 1.931328438948383]","[0.979220636717996, 0.9774226863056974]","[1.4630657960806548, 1.494796603228738]","[29.865682479557112, 29.825704231465675]","[102.05925211378904, 100.65454316785912]"
21978,[2.6432477607164837],[0.9809788213127254],[2.721885721667374],[21.0045390221178],[74.97699718035359]
23820,[3.533944387446548],[0.9739803639925528],[3.4694759545750293],[15.953701619163692],[85.78159636416966]
9338,[1.9505070821521369],[1.0722606684071023],[1.4064758636697912],[32.39317362573237],[102.9621673279478]
36012,[2.399856106680738],[1.6441149984756294],[1.3099442349502524],[40.623231366466776],[108.1284706846748]
15158,[4.120818823239124],[0.972190800850004],[3.458457409260194],[10.816717567102136],[127.30063444439726]
20083,[1.9517192783510364],[0.9779203099648912],[1.5031799054556985],[29.38962557623926],[101.64307664881936]
15701,[2.5171489027674765],[1.9475373053176024],[1.313649225549641],[49.79767360293215],[99.1930669852711]
37377,[1.9142415251531684],[0.993428700912006],[1.4428912972540369],[30.507300635030283],[101.98854789627354]
22887,[1.9583623177746967],[1.005113576041528],[1.5192846745323192],[30.387349181090165],[99.74033384585084]
16665,[3.637695243341618],[0.9750957726231196],[2.7414384735101827],[6.973272962941127],[153.06889206805351]
76378,[1.9760413177481688],[1.0260496174921596],[1.5087376384195124],[30.676510759471068],[100.71570058084288]
19272,[3.7405842447195834],[0.9754723448015088],[3.6183782947374112],[15.11597005316039],[89.5760171533667]
37633,[1.8952462240734176],[0.977397811960932],[1.4959692114455116],[30.72339034501641],[97.83664485586392]
32537,[3.62432154198181],[0.9717246634762016],[3.4791468810718693],[15.550640144969323],[90.73719420679508]
3031,[2.958952340075061],[0.9723687018586168],[2.7179828529018635],[19.12122597810398],[94.5842837685357]
2503,[1.920485344191672],[0.9808507311381248],[1.4722007687505845],[30.071369517284783],[101.15689139959711]
22384,[2.623293764078603],[1.7759647344150395],[1.2954351652082616],[37.310494483837616],[116.4496381888027]
70767,[1.8777152441346223],[1.0972322841696216],[1.452964357831969],[35.66647878843082],[93.7905902493377]
22830,[2.03716602607909],[1.0691818538545643],[1.4758479101980655],[30.42547677525952],[105.22494414783156]
14832,[1.8838538632122668],[0.982522026019534],[1.4072773953280686],[30.596802814854],[102.59747640321504]
11649,[1.9604367779535747],[1.0037667505281331],[1.5222238677499391],[30.30381810466148],[99.77057326675428]
10740,[4.221821910203561],[1.000890947201722],[4.347021956953496],[13.311164748717314],[76.20722527337055]
36148,[11.980352227755068],[0.9812094127957848],[11.925676571373767],[4.697365688806208],[90.8429620865402]
70015,[3.1556974175441965],[0.9729370669423176],[2.9202240871262584],[17.889988574089724],[94.88723666506772]
70383,[1.8547775962892417],[0.9871383404261944],[1.3712791950751613],[31.307096615731417],[102.48672461332028]
8698,[1.91279467878804],[0.9780411652907056],[1.4847045092693458],[30.248132320350862],[99.87104771331424]
21196,[3.2686967564773157],[2.9228129907933305],[1.2423297460105662],[63.017438396644046],[94.72458881235912]
34353,[2.736300208424834],[0.978764102173537],[2.7144934780928844],[20.68365815114749],[80.9140752276307]
11033,[3.495786450696681],[0.9789396106090252],[3.3215845576367653],[16.251853286815088],[92.02041394619478]
12758,[1.905355396564264],[1.0281414461760798],[1.4873192860797768],[32.400211887006115],[96.78235998226228]
31411,[1.920567214370364],[0.9792616640251136],[1.4893809426171387],[30.131435674339144],[100.09654664210572]
22676,[1.917883291419816],[0.9784594011026998],[1.5024296136925293],[30.251366380970765],[99.0722338973532]
38300,[1.8929582077066427],[0.982785479252098],[1.4547768584127128],[30.740277462278403],[100.0917039443388]
34938,[3.694229726852675],[0.9846795004728311],[2.9916152450581666],[11.911327450017504],[129.2544405755503]
22080,[4.606824126704219],[0.9709114566542372],[4.332214024894109],[134.67913526138437],[122.04810471773912]
37986,[3.6510871614514353],[0.9735212433526742],[3.623294043521064],[15.375598941760522],[83.93345509333976]
25183,[2.7652699858671115],[0.9815856367753382],[2.783428761454997],[20.375513396311767],[78.76895795279665]
43579,[3.962898618363016],[0.9698159980969768],[2.994844983334428],[0.9719505171020424],[176.02538269033863]
30570,[1.895388476483168],[0.9810992436737154],[1.444369656320295],[30.53128812047471],[101.060938704566]
40837,[1.894569636300817],[0.9983164957371284],[1.415060909155412],[31.01779392926853],[102.06087845660409]
77046,[3.554957329896423],[0.969552338128862],[2.9815666671863807],[13.79251496515747],[119.05654896684156]
13572,[1.9885279725202556],[1.0523658425324909],[1.43656621103016],[30.741332313651174],[105.00952286178868]
27954,[2.733787469533202],[1.866434924882696],[1.5193056542837244],[40.69423646922768],[107.24923683641684]
22348,[2.5275437560544205],[3.1819123783337884],[1.230645338114557],[110.92294105189347],[47.89944557817154]
22284,[2.281260332498361],[1.669295462288904],[1.2654205229226427],[45.88572496758478],[101.140919753355]
27450,[1.982738436825881],[0.9865500627894024],[1.4936440625979652],[28.82871732992657],[104.28124213845216]
5297,[1.9260005410781444],[0.9784116791548736],[1.4803532243525874],[29.893756047428376],[101.16142902129688]
2018,[2.2055577786242964],[0.9771599702667718],[2.6662119102841904],[20.469972790442437],[52.12467662008371]
32451,[4.00155988927348],[0.9705124401766786],[4.5467164616245],[10.801417238685008],[50.59695246779385]
39149,[1.8867030619566825],[0.9798131400386638],[1.4376089757834862],[30.66049132707198],[100.90372566886477]
32099,[2.658225167901188],[0.9715664036579132],[2.892461556360915],[19.57839224435069],[66.46697986614795]
12180,[1.897719043608713],[0.9771595957683582],[1.463314740936982],[30.45185651336251],[100.17521746997438]
76540,[3.4388433861995007],[2.782510617734557],[1.233482967952547],[48.64938242201396],[111.91328107522632]
1050,[3.326563864782477],[0.972038359375443],[3.499338346251102],[16.11672563890441],[71.805395636831]
36745,[3.5046624222877507],[1.0237740685644974],[3.4293668328925637],[16.935618431482755],[85.70387554562244]
11592,[2.4213851686531336],[0.9740598129224194],[2.585897670420316],[22.120092551974487],[69.39875715851862]
29226,[1.9465699621609407],[0.9817171475607288],[1.5039392423507725],[29.67388076619304],[101.0018901893984]
16394,[2.608700998286393],[2.079199087703107],[1.3211223573007258],[52.16891336769226],[97.7084276994334]
20293,[1.8763891332170712],[0.9953635214392152],[1.4267088023163603],[31.49085681496815],[100.02860159524472]
39703,[2.2873586892508846],[0.9699863297242474],[2.5923297702691586],[21.7969679187012],[61.1183916066036]
38466,[1.9210481002357869],[0.9810753466730154],[1.4782764974603066],[30.11136891617326],[100.78184366570731]
1120,[1.9283758643664883],[0.9792635876654268],[1.4862369989783255],[29.91035106923941],[100.90701882968922]
17609,[1.9178677756376863],[0.978590416895587],[1.4979380982008217],[30.22898534806735],[99.35900698785927]
24263,[1.8591029037696292],[0.984606272302368],[1.40783211269963],[31.383184866909936],[100.49175068076624]
7019,[1.9226897398637124],[0.976317527905152],[1.5065174899446658],[30.076346651990075],[99.2715493405603]
35866,[2.043290601529064],[1.0220938361710423],[1.5119746003168932],[28.763444845477395],[105.852806899369]
69825,[1.9026125846402624],[0.9756927044460264],[1.5024049250738123],[30.51471788105461],[98.0535679355543]
41983,[4.584876814189664],[3.856206042887606],[1.5268777468323835],[52.71221075803637],[108.92567581335756]
27119,[2.768330962580601],[3.161914097334181],[1.5200830699317418],[123.7416041422021],[86.71869362571657]
15188,[3.773199229062569],[0.979845858205653],[3.492394264742907],[14.858414192244496],[99.08033458202446]
14055,[6.412940773781393],[4.76908235080927],[3.5738273722358627],[62.22841037839299],[131.60230324366916]
27186,[4.295179211288687],[0.9733052250951656],[4.194912682264422],[166.5350759805637],[119.3118133160316]
11477,[1.9176775212430488],[0.9830092373152988],[1.4891889162298115],[30.34925465926512],[99.70392395629976]
43583,[1.9113460136357807],[0.9837795379295744],[1.496946009729034],[30.58445875469833],[98.681522578984]
24257,[3.5022110163777733],[0.9750114861338288],[3.3031430269205004],[16.13195634211156],[93.59673930074986]
13359,[2.6583773638454398],[0.9732429894320936],[2.6640872159651905],[21.07192681071468],[79.13355739651847]
1315,[1.932054362879125],[1.008591658447283],[1.4887961188105892],[30.98223014158796],[99.56570235111876]
78217,[1.9145268437165808],[0.981313090188394],[1.4836545134655754],[30.32548807228346],[99.91145752373866]
38588,[4.799385323839655],[0.9699259084243184],[3.932916784353844],[5.750670053518347],[150.2769597063386]
8986,[1.9362886892105584],[0.9893339161787222],[1.4856224355225147],[30.09746441402137],[101.04895048907942]
73691,[1.8924992663394835],[1.0126846172751789],[1.501140163814245],[32.17096803990891],[95.71199674028809]
41287,[1.947240951853712],[0.9834571079873654],[1.4973884304721703],[29.67497277470614],[101.40476475707084]
31889,[1.9130845187057044],[0.9906149460872844],[1.3966369039219195],[29.97147913697553],[105.2533680960082]
21946,[1.912540934168108],[0.9811079155326076],[1.47484418056785],[30.307125163447804],[100.35288282049032]
25132,[2.8951325654033595],[0.9751993892536024],[3.691582236472209],[9.874868280032503],[30.606117889704805]
39197,[1.8974192565323036],[0.9790128618813052],[1.4805988947451767],[30.645792358690112],[98.9209514449446]
41988,[2.5832455451993965],[2.7283066789162205],[1.3066301747174884],[82.0234171099678],[69.66393318046804]
31166,[1.918661192013624],[1.002237144029306],[1.4899878774611677],[31.078970493748518],[98.7961877522795]
25895,[2.668784969375837],[0.9745930092571924],[2.935943693358813],[19.27535415605696],[64.68291484134544]
44783,[1.9166959954250269],[1.003609816890883],[1.4593084074835936],[30.980280908345577],[100.5619591016825]
351,[1.9410089822190573],[1.0118603884433313],[1.442129374050786],[30.50663614835458],[103.14924555688538]
41501,[1.860061206302096],[0.9809260570635572],[1.439370826200718],[31.421627662880685],[98.6730733196312]
76829,[1.845885821191373],[0.984318586265406],[1.3972471017582142],[31.65860338876953],[100.17904349628968]
27885,[2.0056777819397222],[1.0255177707551038],[1.4774584649228983],[29.584695504419702],[105.07574063514066]
3577,[1.907224719826648],[0.9816225468773134],[1.476417780411121],[30.47437730644002],[99.81503910686465]
29348,[2.9566366650411555],[0.9701659520811988],[3.027802379328223],[18.609943953687743],[76.54381585800142]
73835,[1.9116134124914483],[1.0040788467501451],[1.4762663259865203],[31.245209112756072],[99.05807085870514]
7899,[3.075060432176977],[2.318927278762565],[1.2362048836496984],[42.48442156252526],[116.4125684938894]
36678,[1.915229755411835],[0.9829572383401114],[1.493636793438062],[30.436822294674467],[99.22925876466763]
41657,[4.186229373171458],[0.969749564119852],[3.5540751289481487],[105.04147839802314],[144.10749004068603]
28801,[1.889590564939668],[0.9802693482371568],[1.4626135861203726],[30.780197396432587],[99.44146211401473]
36817,[1.9256672014209644],[0.9895144829396396],[1.4794153239582977],[30.33314619097273],[100.63607236764916]
1441,[3.299947871145744],[0.9782621768831516],[4.067527938118486],[9.49548756636793],[33.813336468292725]
8733,[1.8833087704700615],[0.9813909009288196],[1.425803469530747],[30.724226215586384],[101.3510506931584]
73770,[4.33178760396757],[0.9692647318634868],[4.158785814403141],[12.901363976394537],[93.76520534384235]
42240,[3.2899964249843774],[0.9754943529597566],[2.3329016758692287],[3.90062834676621],[166.7365813195598]
68775,[4.5074392947893775],[0.976261665968328],[4.250184839967544],[12.351910729875623],[99.0116479674537]
28251,[3.925737963890972],[0.9687799753314664],[2.959666868423345],[1.216934966195126],[175.06293963437508]
76530,[2.6928014390846027],[3.652549018567099],[1.2297844294709592],[133.72107049375805],[32.19566144623854]
17799,[1.9538109164636228],[0.9839065003488724],[1.5033150158348083],[29.570134148178315],[101.49150704338912]
35517,[2.6396714488345148],[1.7475546806183042],[1.339795083014181],[36.184268373895335],[116.9032571003788]
78049,[1.9015924232647583],[0.9791877437853032],[1.4769115623888351],[30.524716883072895],[99.4719290926876]
75220,[1.9335478718731511],[0.9877470176970792],[1.4890230992039069],[30.130887393274254],[100.69255901798452]
43319,[1.8897463914888464],[0.9983170619919904],[1.4267399813567023],[31.24786049148794],[100.90502885302334]
42289,[3.029531022211576],[0.9730541988114508],[3.515924600282593],[14.83667579970002],[52.86713603812191]
69530,[6.086032675964096],[0.9667975540856112],[5.140520493652417],[2.066784660238888],[166.877909476152]
33107,[3.626237325167435],[0.9721521798611812],[3.439637237774426],[15.525675779571957],[93.2008184080268]
23136,[1.940288765904332],[0.9814439301834734],[1.4861875436397007],[29.687711562683027],[101.72326425818432]
33975,[1.898250773214792],[0.9811919233519644],[1.4701088015568844],[30.644250259902947],[99.56544521692612]
78026,[4.232363642369345],[0.9820860024669196],[3.3086360509081394],[5.107900312643531],[157.4377084368842]
27652,[1.8383733596381229],[1.0462756010212522],[1.334406349547583],[34.040104137817885],[100.40453965469813]
70072,[1.900842310845145],[0.9805152330197012],[1.4597585021185422],[30.4788474390677],[100.4841927636018]
15498,[1.938324369649992],[0.9812395342741672],[1.5084936715336088],[29.894143941013137],[100.09142416670804]
72898,[3.3955505974059483],[0.982772396268983],[2.751802267397086],[13.953325310739084],[123.57873227586816]
30692,[1.914313436599132],[0.983572005312459],[1.4393184375735444],[30.07293927728484],[102.76397481623285]
153,[1.9642588073140583],[0.9761844015037626],[1.5347289964409283],[29.244005191935145],[100.57664981596554]
78373,[3.091931974389142],[2.5853693005099467],[1.2667803769928971],[55.11176242277421],[101.19023110904436]
39792,[2.130464547248093],[1.046747385196796],[1.4988946439264583],[27.013684567417485],[112.41466468055351]
8900,[1.8863612709004505],[1.0050415630939464],[1.4385461611678272],[31.69772814265169],[99.53182461890032]
81932,[3.942584932207165],[3.700516624091013],[1.260995542594024],[69.75759285906254],[91.59668022274754]
11748,[1.897633928364001],[1.0074205365945026],[1.437081701931355],[31.48131772526254],[100.36425090090486]
39856,[1.9641549974545007],[0.9911820699327698],[1.4915293665247906],[29.48920184219938],[102.7153332252274]
18706,[3.667183230377825],[3.211424126012215],[1.2256503190075512],[58.9454090093959],[101.9706389997848]
26660,[1.8661296083141932],[0.9846138095225936],[1.383418359686502],[30.977791571046986],[102.70451757677536]
72952,[1.9424007156623704],[0.9755860953083556],[1.493814722675141],[29.46369761032029],[101.6720541341585]
68582,[1.8929481716334735],[0.9957325720463333],[1.4282720186612696],[31.06621580910735],[101.18639036128248]
11618,[1.874041654294377],[0.981222460125645],[1.4637641713236031],[31.21921497294181],[98.1379242808696]
37706,[1.9786805394565652],[1.021287580077231],[1.4943646830079242],[30.31196513899989],[102.08450559038664]
73178,[1.931606696726524],[0.9900441759035272],[1.470140774972775],[30.1275178118433],[101.68567900332216]
2590,[3.210164681590701],[0.9691837628698348],[2.9057140848055343],[146.75557917395238],[110.8477445461716]
22805,[3.271424378926926],[0.9711174938844558],[2.7193288241871585],[15.393201264867717],[116.59424404320782]
14433,[1.9565913889838529],[0.981077537067258],[1.5007389021263564],[29.368054590469143],[102.02557384787028]
69614,[2.982991982305257],[2.678656400735001],[1.2587254554024525],[63.86862950516922],[91.17814597746369]
24261,[3.120860111016418],[0.9746281259055724],[3.1966561677511005],[17.696475065067744],[76.74459849256083]
22518,[1.9460146432152987],[0.9797844466022748],[1.5039091337425088],[29.612688286958345],[101.05815679409125]
18004,[1.9403507522855048],[1.0012965434787824],[1.49609455955847],[30.53623268428889],[100.0739058974518]
83533,[1.9239510341120327],[0.996274804722744],[1.461683636270037],[30.512386690113992],[101.3364413477586]
44795,[3.1706620445320803],[0.9715562876928986],[3.158175225202085],[17.65964892276],[81.89785553155544]
78021,[1.870984796110079],[0.9823010332728432],[1.39405231949848],[30.83676433509522],[102.48952561459816]
24170,[1.88784805032288],[0.981461735607436],[1.465009673449768],[30.88730295808688],[99.09262154227444]
45258,[4.447948201553345],[4.951356979177195],[1.2418652312663414],[106.78040805812374],[59.325198569770485]
78064,[1.9581874732974447],[0.9819843184648704],[1.5255692534484853],[29.549596834144065],[100.43844691325032]
76338,[1.917503273425855],[0.9875813748583032],[1.4521074753591552],[30.259091336680022],[101.92983795814511]
76489,[1.90515675496704],[1.005163160510472],[1.4796750019655531],[31.47080810644588],[98.30827172850502]
26978,[3.4504599743187003],[0.968070080737495],[3.6309284390594927],[15.442466779476597],[71.63333580471685]
68724,[1.8954221391201511],[0.9815155547827908],[1.423525918511816],[30.373978979529003],[102.45803939914197]
76048,[1.8755932950482757],[0.997287046762496],[1.4334720527297904],[31.63685216569729],[99.42946503715348]
6192,[2.157224885597836],[1.586606263294227],[1.344774949126546],[47.16465384070384],[94.4067376139331]
76196,[2.490275421112881],[1.9907978155295327],[1.292864080660136],[52.6146293138744],[96.32041514995868]
36519,[1.9596831113943016],[1.035253758768898],[1.451253627166063],[31.01599870822629],[102.73654700811804]
34592,[1.9203515066363697],[0.9760503108943442],[1.4958312373112606],[30.05514231657239],[99.81096477483077]
39491,[4.619175014367391],[4.265523421826502],[1.2173432322784252],[65.72223543571228],[99.19867628647384]
82678,[1.866007264222505],[0.9828186301696474],[1.433026933738473],[31.301960262624025],[99.45002308873217]
16170,[2.68648378986248],[0.9741268884121376],[2.775559642706779],[20.462464516749737],[74.60586746634617]
29300,[3.1857504904966607],[0.974590542052118],[3.088832103988276],[17.78395747102815],[86.74643101702694]
73829,[1.895067889346388],[0.9808404322127812],[1.4573138969688093],[30.625248411669173],[100.184185753596]
83429,[1.9057048166037915],[0.97475976605924],[1.4819990228638815],[30.280271950765663],[99.66853534140613]
19080,[3.289855687919162],[0.98021585090107],[3.4010024324194696],[94.88389703201145],[158.6314406598737]
36234,[4.454860907622096],[0.9670572233720948],[3.5002374175824813],[2.242982725449685],[169.61328277404115]
16387,[1.9119668413546616],[0.9796541809089592],[1.4639172489752432],[30.18361096578751],[101.11296944344193]
25856,[3.420925594148094],[2.879580307965665],[1.2333581043820288],[54.235288507779536],[105.42763979816966]
37,[1.9425614534011837],[0.9820198187164642],[1.490779440186141],[29.68777600722497],[101.56030246393922]
83220,[1.893711276812376],[0.977831987923832],[1.4695077269034944],[30.623169413615717],[99.42339281903055]
34254,[3.4375028627826367],[0.9779774722545006],[3.3472881852261254],[16.50556769306614],[86.98509259358438]
36847,[3.902659417982388],[3.0492808426220206],[1.4776547608716055],[45.27587708379986],[114.58482898682604]
7637,[1.8999796672505465],[0.9800070559199598],[1.475120800710744],[30.58618744443127],[99.42631653602557]
21035,[1.8947305156698475],[1.0256958058889212],[1.401623282046924],[32.037035576347684],[101.50337021989654]
36799,[1.7436941714530012],[1.0052370976437828],[2.7094623688346813],[7.357253747227919],[12.83397503677542]
5009,[1.929624946292811],[0.9765618896614016],[1.4835201167814194],[29.75132282213291],[101.32407271920952]
69260,[3.321499601312995],[3.819052710487499],[1.2488643662110177],[103.90114342139616],[57.59119901508243]
81590,[3.661317052048771],[0.9758023357395602],[3.1938554997445867],[14.389264482973845],[111.18305897135625]
83237,[1.9039041520368412],[0.978525771388156],[1.483091917091345],[30.480084061438472],[99.27447005552526]
13962,[3.0655458073793778],[0.969239710158787],[2.851784007749101],[18.3984596053592],[93.37529398925952]
28953,[2.7757415655019573],[2.3073827793961748],[1.3466146261301564],[55.87293883387759],[95.23829233526877]
15237,[8.927527914178205],[0.9849025258855416],[9.44718404049022],[5.22158327835996],[55.58122461122241]
7312,[1.9603175860716768],[0.9892751571193816],[2.8204606299813286],[11.929406020355556],[24.179900920753603]
36854,[2.394736868677634],[0.9758414340263326],[2.6603597470354345],[21.439934411142044],[63.76754436384381]
18440,[2.504314740655292],[0.9697328035076942],[2.7141100484066487],[20.92296930885373],[67.25512254075286]
23327,[5.041207483843645],[3.716188594571325],[1.349226350268533],[9.313679383556035],[167.31776083208615]
21885,[2.124399420582399],[0.9770012518937724],[2.4540865882163247],[23.23719328648874],[59.080230200239335]
5637,[1.9017053832215167],[0.9804558973054752],[1.4559385205944515],[30.425562790907957],[100.8095034748888]
45851,[1.9964600565063493],[0.984610314460597],[2.3631775061563607],[24.284929808576344],[56.50429926262923]
32360,[2.3076657925157087],[0.9738919935745712],[3.0141149563859218],[14.603152303033202],[36.68476497413549]
36740,[1.8458970071038203],[1.0025438592835163],[2.726125174680354],[12.280543499048632],[23.0555532060964]
17427,[1.9254118630874693],[0.9823349615476122],[1.4724911447430826],[30.00339762923872],[101.44413065873998]
11552,[1.9385989974830624],[0.9739574102073596],[1.514713702162812],[29.648912240494347],[100.05641342391512]
69396,[3.479269571236137],[4.172745370889513],[1.2315257820965535],[116.24690831144714],[48.40359973268301]
