sid,OH lengths
27572,"[0.9683614709830941, 0.9707182756145714, 0.9780607731154003]"
27438,[0.9771689987121552]
10406,"[0.9871033861785444, 0.9789715115922569, 0.9808866402664508, 1.006948436920668]"
74128,"[0.9766332931813868, 1.001611581572532]"
34440,"[1.0139657341630615, 0.9727232514855051]"
29869,[0.9715468084066798]
6114,"[0.9699858847732885, 8.840977184336044]"
41528,[0.9859127110548501]
75124,[10.793450905336975]
17130,[0.9911900138463571]
44572,[0.9761992376910009]
37062,[11.097879208321189]
44388,[0.9722339117159596]
10196,[0.9743848689586162]
3047,"[1.0098201848419224, 0.9798467952925702]"
32313,[1.0263641275005386]
72922,"[1.0048749944430055, 1.6984716049042907, 0.9736605203640328]"
8328,"[0.9727701041005961, 0.9766571302926421]"
36267,[0.9734044716662548]
37160,[1.000672736094219]
6593,"[1.0149076980177918, 0.9873722680412749]"
27816,"[0.9729451234845794, 0.9830346339332935, 1.0414885283761905]"
34230,[0.9728903656079888]
6475,[0.9716956133983483]
16788,[0.9766415544146692]
21874,[0.9788651439688231]
13819,[0.975912392162251]
22089,[0.978424687140821]
39030,[7.714078588556052]
39266,[0.9813348694434963]
4653,[0.9671100689609299]
12746,[0.9796939640847108]
12990,[0.9743911981524768]
11239,"[0.9782909564057323, 0.972513433706106, 0.9973444831692446, 12.44534630330081]"
31709,[0.9819295700741323]
3600,[0.9755834988722569]
27075,[0.9839856549629883]
78592,[0.9727491465822221]
39897,[0.9747448833077057]
35088,[1.001264483230809]
7905,[0.9816247480648723]
40895,[0.9744955054411942]
19729,"[0.9828321118750117, 0.9927740740701724]"
35999,"[0.9736055297655533, 1.0073681753370487, 0.9713510877571725]"
15488,[0.9731872067693619]
69457,[0.9708897201575932]
9842,[0.971266435625968]
68678,[0.9772937497634242]
32433,[0.9982291247163075]
19045,"[7.710751598033514, 0.9716904140576205, 0.9692795492274603]"
77176,"[10.927962312542238, 0.9813475390550117]"
29338,[1.0067861697338882]
39901,"[0.9808270793152611, 7.911934212657561, 1.5524223117429592, 0.9780821231425882]"
26443,[0.9881574341545077]
39511,[0.9785997614656977]
37300,"[0.9765622476838436, 0.970092534346211, 7.707819585269542]"
12130,[0.9731493877623231]
27068,[0.9641569248417161]
31507,"[0.9846455416523318, 0.9767656537652054]"
30312,"[1.0260939913497231, 0.9699446800309903]"
69962,[12.670173304521448]
29254,[0.9891157207347843]
23731,"[0.975407194294359, 0.9732159511234608, 0.9750815730919657]"
41317,[0.9718428180655134]
72460,"[0.9729187428346806, 9.657509568654987]"
175,"[12.162295938533443, 0.9671013023252337]"
3131,"[2.3143868612645675, 2.482809356084345, 1.007149661622507, 0.9964581514160262, 0.9886682656385793, 11.533811000098389, 1.0272354515020221, 0.9784859297089248, 13.170578086262312, 2.5142194504593283]"
15700,[0.9694444822974446]
7093,[0.9718434945269943]
19073,"[0.9720802634748319, 0.9721734532571608]"
78372,"[7.641713902329151, 0.9704957507051477]"
5155,"[7.657407090798839, 0.9790878299229778]"
76763,[0.9825762154150215]
28011,[0.9803742185682685]
6926,"[8.72094583478418, 0.9817562469564273]"
10256,[0.978558438485998]
2233,"[0.9764962603234193, 0.9812742480720952]"
36313,[0.9770689412128584]
82389,[0.9791052185209089]
11215,[0.9851579888503494]
38035,"[2.1873879668576333, 10.750112175966448]"
27053,[0.9742458218900164]
25700,[0.9686673987005388]
12867,[0.9685638427470148]
68812,"[0.9756135426373304, 0.9830293895196046, 0.9834597421444994]"
39108,[0.9768775624618871]
82565,"[0.9734079605017134, 1.0101535518172804]"
18788,"[0.9714013254378192, 0.9686121613878771, 0.9808772510741063, 0.9693934826117256, 0.9708560305502326]"
5592,[1.000465072010665]
36625,[0.9757883366374963]
41453,[0.9751456021431498]
9132,[9.931645455615248]
39297,"[0.975255710992371, 0.9744314526790627, 0.9742115644869013, 0.9757051770273865]"
38207,"[1.010575727176564, 0.9751569616851853, 1.0516917521113573, 0.9752366998857572, 0.9777568071625692, 0.9747128245009672, 9.6813445808598, 1.7033099784066603, 0.9841051663908736, 0.9815490106321942, 1.0020639466448948, 1.6056363723048073]"
83070,"[0.969095911176738, 0.9717463844961615]"
19603,[0.9783637059690476]
37934,"[0.9690719203739537, 0.968006179167558, 0.9688954977572277]"
14673,[0.9901869197629226]
11259,[0.9782916613748065]
14905,"[8.313045983738336, 1.0457244042404135, 2.350624990402731, 0.9873407180130264]"
38279,"[0.9695854174691941, 0.9701807040107852]"
19602,"[0.9792599435809233, 1.0177101600505392, 0.9776710735027484]"
25224,[0.9736438190841247]
10736,[1.0348844624698934]
611,"[0.976640804506746, 0.9920835652290232, 1.052178191372583, 8.801957106375921]"
43279,[0.9870932530391282]
69566,"[0.9709001408163354, 0.9691895519019009, 0.970749144326071]"
29732,[0.9814171653289168]
69560,"[0.9795316414955827, 0.9763549112224182, 0.9777306140143452, 0.9736531626799588]"
74916,"[0.9976083360713958, 8.563802567662647]"
33715,[0.9724939170576773]
6456,"[0.982783252482265, 1.019926319995217, 10.776905339427378, 3.5347879525092853]"
39222,[0.9833644636785915]
13416,[0.9821603207933253]
28864,[10.53184511634085]
37829,[7.843098472311376]
27544,[0.9737437790257614]
12045,"[0.9745169170215285, 0.9734677869311469]"
44081,"[0.9720973182925453, 0.9782470334380395, 0.9722604225535594]"
11440,[0.9691277264133471]
75138,[0.979388977761715]
16438,[0.9678551202393628]
18773,"[1.0258812604341745, 0.9829172139141089, 0.9781635103291441, 0.975693960148517]"
22167,[0.9725107560722118]
45609,[8.75677351844248]
78382,"[1.0165779598124933, 0.9777034783112448, 0.9785175059585387]"
1380,[0.9711351220587988]
22896,[0.9680731958858066]
1347,[0.9789779921836964]
34311,"[15.56429002027487, 0.9725116224480618, 15.582048572022494]"
15911,"[0.9794661076396891, 0.9766127381501597]"
76934,"[0.9983999540976531, 0.9774156491076473, 0.9802905934752424, 0.9771348840288075]"
75439,[11.788848822831016]
13934,[0.9827350276558895]
14178,[0.980184015368612]
8003,[0.9711892143361841]
33880,[0.9777327220951905]
40852,"[0.9786240443964427, 0.9798514644981574]"
5042,"[0.9765102969081615, 0.97675212539351, 0.9768285301061843]"
78259,"[0.9742819600826936, 0.9748443024991859]"
32654,[0.9786987928728782]
24169,[11.440980431475909]
3086,[0.9771358388162443]
83147,[9.609626764911535]
45458,"[10.061269271358233, 9.03666390437297]"
25776,[8.27382347390223]
31231,[7.449690818916468]
24100,"[0.9928427802740906, 0.9756433160720105]"
32421,"[0.9737290716317358, 0.9719254644020004]"
69640,[2.902991316367376]
13565,"[0.9754372307146273, 0.989848336458962]"
14738,[0.9733575111430769]
25788,[0.9730172078335647]
45422,"[0.9826473525610885, 1.9363263799800334]"
1205,"[0.9680130115238411, 0.9706726468075636]"
1092,[1.0072945569323561]
77916,[0.9710214404575389]
71901,[9.0800121066182]
75106,"[1.0310070459807512, 8.911436751995627]"
43434,"[0.9721406649899984, 8.51126479471921]"
26075,[0.974003391900443]
2348,[0.977110045883817]
23153,[0.9756522588547604]
43972,[7.152214765718494]
24443,[0.9719862736736132]
30987,[0.9775835336616941]
3880,[0.9716618956872571]
44688,[0.9738076067637621]
75985,[0.9798708069805814]
45725,[0.9730801539528037]
42971,[0.9801668617970033]
78626,[10.489932332870808]
13785,"[0.9744499705176538, 0.9804751881224512]"
38402,[8.25989837083333]
15717,[0.9802308491498171]
45567,[0.9742795967787478]
39803,[0.9712989086837722]
12088,"[0.9802994138872927, 7.260819701830988, 0.9749932521144238]"
18948,[1.0356190159463277]
4439,[0.9868593700023073]
83287,[1.0468948710781472]
11168,[0.9724376230843185]
14612,[0.9947283093761049]
22844,[0.9734803258054694]
1964,[0.9741121888446416]
6100,"[0.9714025752555434, 0.9744753812563286, 0.9709011497246702, 0.9679934389925963, 0.9744395545899672, 0.9713252878077916, 0.9715677548503199]"
11295,"[0.9726910822028252, 10.30086575741807, 0.9730986012120199]"
3130,[1.032314515747327]
77403,[0.9795380862211629]
12616,[0.974282430545786]
35807,"[0.9744427205284766, 0.97285680743166]"
36022,[13.43086066756763]
25797,[0.9713452037706227]
33950,[0.970893414353623]
9198,[3.2177617248836556]
33111,"[0.9753192517852292, 0.9770739751846811, 0.9769468329856685]"
28742,"[0.9746549053944177, 0.97363986374292]"
18086,"[0.976527605628346, 8.618529567964842, 0.9769659351337885]"
45858,"[0.9841671625302465, 0.9783906811284648]"
33611,[0.9750798986302371]
361,"[1.0219736903156924, 0.9895221161184137, 5.900202955203493]"
25471,[0.97428962163222]
71022,"[0.9831124394427185, 0.9797177327917572]"
25102,[0.9786515032111743]
1956,[0.9732199709846632]
1670,[1.7170487662363223]
77323,[0.977743992498067]
71055,"[8.063788029976791, 7.999140942620121]"
45557,[0.9745413348953403]
14850,[0.9726694603745866]
38569,[0.9703492704376289]
25443,[3.302602259063104]
41485,[0.9727971991941007]
20160,[0.9815519196102291]
42433,[0.9789531291367944]
15517,[0.9756248255483472]
40800,[0.9653823822161336]
18623,[0.9744205902827181]
456,[0.9772515204621318]
70009,[0.9765364346333025]
11277,"[2.939944647148823, 6.1561581200812885]"
17622,"[0.9767076991307528, 0.9937224665252704]"
14640,"[0.9679144775962357, 8.625842324805303, 0.9684708826347309, 8.649435108507435]"
6111,[1.0140550399750152]
33541,[0.9759175018602277]
12274,[0.9632127396335871]
760,[11.484099519958]
25296,[11.178469276292752]
26041,[0.9792090431538458]
927,[0.9708499309161804]
6968,[0.9735163193463718]
36034,"[0.9702400695971192, 0.9711539882105648, 0.9701435176313155, 5.156710960332957]"
23023,[8.696183462418919]
39877,[0.9768589699920157]
19713,[0.9734116081780132]
433,[5.156212242080745]
35698,"[0.9793194599872862, 0.978314582232775]"
71882,"[10.056019684408932, 0.9897803042094744, 3.357867798723199, 0.9970808873810921, 1.7458415861690635, 10.22284479336345]"
43965,"[1.0177030939990017, 0.9784982393522569, 0.9805051992976385]"
18902,"[10.910534902723034, 0.987060246104179, 1.0287485875437503, 1.0277323497805797, 0.9829921374829755, 1.0066355007380328]"
18736,[0.971479723496614]
12404,[2.233039620360921]
14577,"[0.9737533905918516, 0.974222484184895, 10.476269559026461]"
75379,"[0.9743984799992613, 0.9878951228754151, 12.351655878919658, 1.009295395291478]"
20416,"[0.9803160411052914, 0.984581064107795, 0.976102093630165]"
15987,[0.9713175210627177]
23958,[0.9774956550835693]
22273,[0.9757666089319411]
16784,[0.9702804691992928]
2016,"[1.035647047575376, 0.9740226483532393, 8.72574646442511, 0.9879231709691597, 0.9739090250541537, 0.9808085814466687, 0.9698685399017033, 0.9684096483906887]"
34360,[0.9726010365636583]
29379,[0.976557590911981]
71947,[0.9702535968838191]
1854,[0.9811259554549897]
40802,[0.9754354758607845]
24030,[1.014563758332682]
3651,[0.9726262585537062]
26747,"[0.9738097175034565, 0.9732307947461588]"
37875,[0.9810307549044577]
38663,[0.9662623072231876]
3103,[7.473883454352598]
23465,[0.9684508381282344]
19990,"[7.372826619675164, 1.0449506373044253, 0.9729583715091846, 1.65895433778876]"
14511,[0.9770750661689588]
23653,[0.9731587935496825]
27949,"[1.0522595753620667, 0.9847815411044516, 0.9737805419520904]"
70010,[0.9884814281102939]
33658,[0.9804585387146516]
1793,"[0.9755564737822395, 0.9693998052951956, 0.9782544987371388, 0.969303891812343]"
20804,[0.9748581602412492]
15669,[0.9778759503234591]
7618,"[0.9688648767760509, 0.9687577572386631]"
31475,[5.459452999613666]
43234,[0.9770793524297813]
43021,[9.857776986496992]
10046,[0.9894065589479444]
77879,[0.9728915087578174]
69538,[0.9804184785128228]
24005,[0.9776991969820629]
12954,[0.9754595927786305]
6907,[0.9769903918845851]
34361,"[0.9832958832302094, 0.9786170015816966]"
16738,[0.9805935791874054]
13091,[0.9747131638717808]
77982,[0.9744241421741936]
22426,"[0.9772358345380415, 0.9819300876746658, 2.8804572283822725, 1.0581518027383239]"
6601,[9.460881485300733]
68762,"[0.9975455608945969, 9.7918348507501, 0.9796419077735469]"
68480,"[3.029682912280909, 0.9852460969696915, 1.7210643068389104, 1.8373566131918064, 0.9824181552195711, 0.970976499095313, 0.9941123343211854, 1.025648176539942]"
73300,[0.9711367597876821]
76076,[0.9663053886293115]
37288,"[0.9739383947769423, 0.9736863132414837, 1.0144648940746555]"
4617,[0.9745387946471774]
15354,"[0.9732961507008613, 0.9735248481621099]"
41206,"[8.967589342767956, 11.271796341010369, 10.513449279044014, 4.2765262330325635, 3.7906168632018606, 0.9878085843596544, 1.041722657883443, 0.9864860351599748, 1.017471635805193, 1.0545147193722488]"
13071,[1.0038020206414073]
9741,[0.9909580437266692]
6962,[0.9745641500711604]
31794,"[1.0115669949814234, 0.9804879279836222]"
4581,"[0.9828449523938523, 0.9867212484760385]"
38756,"[0.9960529711621908, 0.9739498221694922]"
22635,[7.914654932340611]
16089,[0.9717185665691852]
74310,[0.9768977427814541]
29207,[0.9824211494495779]
38933,[1.0168436845811843]
33130,[0.9727425268221392]
598,[0.9764930745231535]
45788,[0.9719345291020193]
41614,[1.0055184475441665]
32373,[0.9767875944551246]
76029,[0.9896479645414199]
5079,"[6.630730892162452, 0.9722056749750706]"
42783,[0.9778378320728769]
41847,[0.9705005312670394]
4906,"[3.5508470692247913, 0.9985587830396288, 0.9806598850523295]"
5164,[9.748414728948601]
23854,[14.027490339259124]
22942,[0.9938270445053407]
3867,[1.0000490439765755]
77237,[7.937250631378279]
33492,[1.0004352375715804]
29632,"[1.748153320361508, 0.9805722601599713, 0.9747118705923703, 12.661522931665067, 1.00321321713606]"
38063,[11.544211084733908]
670,"[0.9956876760110541, 0.970926570529895, 2.364242229320704, 1.0126166128901741]"
72901,[0.9734414696945304]
44451,"[0.970016797846088, 0.9678618629969997, 11.703932883373694]"
21312,[0.9754800363327151]
14363,"[0.9995960730175163, 0.9725676972924843, 0.9732374294601835, 0.9884271954057869]"
14704,[0.9807857886121512]
27492,"[0.9728676982046829, 0.9783853545511033, 3.454036512556381]"
76872,[0.9724333675931237]
23560,[3.2506103863003526]
28724,[0.9731786816197957]
31383,[0.9749884910552624]
18312,"[1.0222150027634398, 0.9720741406095982, 0.9743305575170318]"
74131,"[8.323992338614879, 0.9799940310134856]"
10136,[0.9763596109159872]
20794,"[1.018056287705152, 1.000102383726107]"
13065,[0.996132983245966]
78879,"[0.9749458923260569, 12.757505509907766, 0.9730985686996005, 0.9810385617575457, 1.0329785748517941, 9.920201738143877]"
22618,"[0.9747293010143842, 1.0027038337274656, 12.536275785159967, 0.9820845438684171, 0.9789137445306246, 0.9921893947908195]"
12007,"[0.9776061534181953, 0.9745409050203877]"
75544,[0.9796030491498187]
27781,"[0.9825736857021063, 0.9793403416133655]"
75442,"[1.0093874225874246, 1.0498072993614826]"
3382,[1.005623549459724]
29291,[0.9745750459438747]
41352,"[1.5160024130616656, 1.7701152424359576, 1.007121873698585, 1.0043001209679177, 1.0124388517517413, 1.0166755081893197, 1.0568866183451746, 3.2327031666901296, 1.0117026148785409, 0.971737931998345]"
14846,[8.09356377397473]
34522,[0.9785632162334779]
71654,[0.9814967818091604]
18294,[0.9837928310171714]
4570,"[0.9892202787063914, 1.0316374921593365, 10.683533369410458, 0.9908961493442627, 1.038119655486766, 1.0476698325559726, 1.6803326426757608, 9.743042923652506, 0.9840587062635334, 1.8608958462035086, 0.9775895960728961, 1.015688851145421]"
38714,[1.0231815606838275]
14702,[0.9762151967080417]
26860,"[1.000386209387, 13.120545649937831, 5.920949935598345, 4.931487807827925, 7.935860523296681, 0.9878612983386397, 6.671298395348909, 2.8151462950471755]"
45595,[0.993861353033705]
70215,"[0.974794989442735, 0.9736193026434552, 5.04727028328023, 2.8732422359285756, 1.0128545585566393]"
5007,[0.9717387468301542]
31930,[0.9768455438114292]
3033,[0.9748634956352545]
27082,"[0.9820972322521131, 0.9764434084114162]"
37318,"[7.264004444357884, 1.0099516134688684, 9.39410971702181, 8.641135367213995, 0.9856228461360318, 12.204413361373595, 1.9942548858590503, 0.9956778363782106]"
44595,"[0.9936229405487536, 1.0018284324909463, 0.9947818661494323]"
19059,[0.9742188414917446]
44110,[0.9948100886140536]
41313,[0.9703045284122978]
6028,"[1.797496892107344, 8.565636176942538]"
19364,[0.9762324108947785]
19747,"[0.9713874856317035, 0.9753496104731003]"
17798,[0.9683872288880434]
29832,[10.359606425215814]
29774,[0.979208411022057]
30994,[0.9797827979917731]
1700,[0.9787710687135492]
3348,[0.9716276888490845]
11651,[0.9699985361486837]
2701,[0.979644477140741]
27947,[0.9728357681042222]
75658,"[1.0395102618877445, 0.9721891093396904, 0.9765536021340596, 0.9726750930249504]"
4883,[0.9724488273095705]
16930,[0.976579469929386]
22072,"[0.977190843547324, 0.9818870919482702, 0.9784396161921753]"
12140,[0.9788018287172651]
31394,[0.9723558630287679]
4591,"[0.9760546889513436, 0.9750946151297699]"
37120,[0.9728416290271931]
3347,[0.9722439154605951]
28099,"[0.9815259962232498, 0.9799369284526552, 1.0333334799258211, 0.97546534885349]"
10094,"[0.989646714133519, 0.9746852082854759, 0.9795069034125642, 0.9738349004215491]"
43043,[9.12271844562345]
16684,[0.9657089852623298]
83381,[0.9755015490926846]
13387,[0.9706765803075484]
14402,[1.6516155202648453]
3423,[0.9756791344005339]
26397,"[10.475693497912454, 10.09364833874447, 0.9787063282276292]"
40783,[0.974084484951776]
41854,[0.9627897475526501]
22182,"[0.9685034974470983, 0.9676048627754945, 0.9744775454090024]"
27878,[0.9767013651139781]
32334,[0.9723602140867771]
33414,[0.9685110285835197]
3038,[0.985067856706047]
22707,[0.973925102426085]
12346,"[0.9820371984834156, 0.9796135033262463, 0.9781696832333154]"
30288,[1.515097513459386]
30809,"[0.9740081053013409, 1.0099520266624822]"
35629,"[0.9724293650292635, 0.9676103063046472]"
24276,[0.972940007426236]
20177,[4.680613043446496]
2769,[0.9666624077532252]
39131,[12.021718154885106]
25813,"[0.9794141506362027, 10.247942184238198, 0.9801441084985549]"
45904,[1.0083629058650043]
71500,[0.9758322510624181]
78080,"[0.9764021967941523, 15.981461153571708]"
2386,[0.981802870727391]
22217,[0.9716186000807833]
77950,"[11.322647584633927, 7.003134906102106, 0.9940760214020293]"
30462,[0.9871689352327812]
43738,[0.9699797185575735]
11689,[0.9942624672252293]
45605,"[0.9702559975900834, 1.0044922537639376]"
15931,[0.979061461461281]
22513,[0.9857547392336532]
68588,"[6.8905139082003295, 0.9808875742400861, 1.8540929372375432]"
2656,[8.145454593260315]
17546,[13.045998033100021]
21300,[1.0006765464136063]
82730,[0.9766879352464028]
76711,"[0.9805224494788098, 0.9651154342804873, 0.9816326730935592]"
44344,[0.9810533237511052]
19659,[0.9768927883519054]
6579,[0.968460930244812]
28442,[0.9726421945156102]
23745,"[0.9831979319331636, 0.9829107572913445]"
3220,[0.9752082936635578]
72454,"[1.0289426726444746, 0.9767648664300438]"
6069,[0.9853130240046122]
28735,[0.9639062673427353]
20499,[0.9692643593369277]
30327,[0.9753434309189031]
23759,"[1.0353787781238157, 8.970779037038453]"
19650,"[0.9758704140266068, 0.9718243824720554]"
42159,[0.9842982309491113]
16205,[0.97487960513064]
2326,[0.9837984173103156]
18862,[0.9752720455925445]
43269,[8.909470550463526]
38232,[0.982214130151248]
41456,[0.9788912598898996]
12254,[0.9743067358863418]
7392,[0.9775465862262658]
9744,[0.9748650097219392]
10901,[0.9686873134391798]
18226,[0.9775796648663797]
525,[9.752930769593599]
43570,[0.9714567255533171]
31641,"[0.9909980144204186, 0.9750489618336796]"
75623,[8.863606873523143]
22081,[8.173902365936108]
10653,[11.2008275074989]
13671,[0.9739000358371352]
11405,"[0.9773912165838613, 0.9836999361307458]"
18350,[0.9800406887646984]
45366,[11.250495321657619]
15909,"[0.9672279307190976, 0.9774645004049588]"
33053,"[0.9687429518976561, 0.9683823316468805]"
13778,[0.9838330784236927]
22021,[0.9830674797985502]
22866,[0.9724167409750524]
77099,"[0.9780194973765446, 0.9833623669409388, 0.9703545303978409, 0.9731001106134999, 0.9956171085505554, 6.74290554575394, 3.3643033774388145, 1.0227749839885407]"
30815,"[1.015637392368538, 1.0215133984077551]"
15483,"[13.767322316337575, 13.800901045838067]"
5809,[0.9779400081734897]
3707,[0.9680774802409763]
70583,[0.9727637765347487]
30279,[0.971889507053196]
38583,[13.475536143137138]
33557,"[1.0186943364649617, 0.9955317904318151]"
32846,[0.9752355566226486]
27087,[0.9714547987523089]
72235,[0.9740205416119312]
3113,"[2.6212111883330267, 0.9721046177041104, 11.051873336668208]"
3662,[0.9703433042534847]
33422,[0.9729583735225678]
23485,[0.9736868877313845]
73237,[0.9692696338338571]
45661,"[0.9911343339569366, 0.9680861495960713, 1.0113776571191193]"
8301,[0.9789631272119622]
26487,[0.97393779747514]
14596,[0.9797575377229496]
7782,[0.975835339737494]
16196,[0.980581809691499]
37490,[1.0116519003228714]
29885,"[1.032519345303004, 0.9708055463792784, 3.120878080260333, 1.0129233358016532]"
36431,[0.9691813383703175]
6705,[10.756733228173669]
27520,[0.9929727443453968]
12138,"[6.056421279720763, 0.9769412385671684, 11.01485894837924]"
5165,[0.9741241213266505]
15635,[0.9766589123400192]
75896,"[12.489895719183039, 1.02701985337017, 10.09595409205855]"
9991,[0.9870937986951704]
26247,[0.9734263606380972]
9506,[0.9669477566165156]
22877,[0.9852896304814044]
68834,[0.9813757083925139]
37732,[0.9738699522285341]
23280,[0.9711611066318937]
14583,[0.9820082820786865]
38178,[0.9717514205168891]
77886,"[4.179830857217798, 20.580025567912113, 4.519009390322476, 3.070834246073998, 1.0341190081672882, 8.422413097816168, 9.86471845281447, 6.081596057623687, 9.910756393967077, 7.8559815047295425, 10.017747887120015]"
33563,[0.9784996565931864]
77208,[0.9798152449061601]
81608,"[3.5696919879550295, 9.824656540080381, 0.9846482357330473]"
29480,"[0.9696170313806843, 0.9706059493454726, 0.9688391456095128, 0.9689522309026993]"
10299,[9.684330141112847]
70308,[0.9709664320379338]
2624,"[0.9745671275676929, 1.8004981058497975, 1.0058808935611179, 1.0692179599002611]"
34255,"[6.963221411046458, 0.9828474938751671, 1.0243081876420523]"
69115,[0.9819202557153155]
23375,[0.9687540801402809]
27303,[0.97794177395258]
8450,[0.9821010789117013]
4495,[1.0192396093430827]
22714,[0.978276443358895]
71340,[0.9743854494192976]
39239,[0.9797742779876275]
1593,"[0.970363603773151, 0.9822511151208078]"
1304,"[0.9725901845864475, 0.972630282008083]"
73949,[1.6559943346855905]
3733,[0.9831624383392772]
8057,[0.9664820728089768]
2609,[0.9922643370819658]
43664,[13.101896437639438]
13820,[0.976134317621465]
12458,[0.9704287897522759]
15827,"[1.405701472453552, 0.9698273479849996]"
20213,"[0.9722292508773664, 14.709139588167934]"
43740,[0.9755180203646265]
16367,[0.9746515316909761]
17642,[0.9765379108540745]
14544,"[0.973208700453354, 0.9964728335192241]"
383,"[1.0019507647307997, 0.9793159298181228]"
23183,"[0.9739520902344149, 1.0463580874112197]"
39085,[0.9648110709887128]
74587,[0.9733177037841853]
30289,[0.9819010485816025]
40520,"[0.9947702577619867, 0.9718049167661799, 0.9722450819109885]"
81664,[0.978212421027894]
75883,"[0.9728218514654645, 0.9739975549616835]"
11162,"[0.9901360589258685, 0.972244554594276]"
31121,[0.9683515077744783]
442,[9.041606935453716]
25932,[0.9702358794695835]
24277,[8.933836238955148]
25365,[0.975149867948292]
76037,[0.9713624452301792]
22888,[0.9717633445570846]
20510,[0.9777213214080398]
2328,[0.9721577047843591]
10118,"[0.9749944761165109, 0.9727416414013352, 0.9724343552846599]"
26640,[0.9646148085373766]
40998,[0.9736752914072733]
6887,"[0.9817092228210513, 0.9786357472307545, 10.624061478517142, 0.9857643580783485, 0.9802955684021315]"
78060,[12.423575641792382]
81527,"[0.9790845407330464, 0.9778399270840966]"
34705,[9.02302294397748]
10019,[0.975459795450939]
77583,[0.9718047935070945]
35110,"[0.9725415493060566, 12.13017550865377]"
18459,[0.982161834656563]
73709,"[7.645285612947938, 0.9907565983905254, 2.8684276113035048, 0.9822649619970762]"
30113,[0.9669390120604114]
36946,[0.9852766279916862]
21762,[0.9921952826704399]
76727,"[0.9735117168331947, 1.002516967299504, 0.9845144524334483, 12.113388203202346, 13.33267213923943, 0.9880873350689211, 0.9780236367636789, 0.9874004000838404]"
12693,"[0.9812603923564854, 13.01940715264906]"
77105,[0.9754726530076977]
24746,"[6.121312428570593, 1.0170982620390878, 0.9894330285779874, 0.9702399335469333, 0.9699562658559789, 1.0184506897834236]"
73534,"[7.586434968272468, 1.9082068022084824, 9.208836747361962, 0.9952047346594117, 25.092231715870156, 19.432510372819895, 3.071244493694179, 6.6141277500992395, 1.645975429458278]"
31758,[5.691071627259472]
39011,[0.9716228471577134]
8958,[1.0346650192438527]
23130,[0.975269880385366]
1038,"[1.0168062925535781, 1.004257078515298, 1.0118249523934875, 0.9751170252975916]"
44743,"[0.9778875437131346, 9.049026306267125, 0.9744209844800712, 0.967196196833266, 0.9801643772796844]"
19685,[0.9714653648444843]
11497,[0.9832550614314441]
29823,[0.9752166830632201]
21171,[1.0055437989229004]
2858,[0.9716648457336936]
69229,[0.9730655233763024]
74837,"[8.869305849195568, 1.9561813250883935, 0.9944522591781799, 1.0230209717043344, 0.9846916128589988, 1.0237054605515847, 0.9721177599872382, 0.9959138120107972, 2.44141931411337, 1.0359186911734513]"
4295,[0.9734603194019362]
36978,[0.9693465227787232]
26645,[1.0522733113271654]
22858,"[1.7229733166530812, 0.9703984010953903, 9.602835815851353, 0.9703596689613738]"
2972,[0.9873097404902721]
3003,[9.212176703921509]
18436,[0.979459065122078]
5128,[0.9762161181686375]
24206,[0.9685904415780213]
40446,[0.985731108885002]
74423,[8.33753330995305]
75804,"[9.605304798069564, 0.980354870706296]"
22969,[0.976160494190006]
29130,"[0.9714592935444606, 0.9678316856241498]"
40988,"[9.646270086970159, 0.9816910728147845]"
22452,[0.9810981470191357]
44197,[0.9780344333029355]
43622,[0.9711318969487233]
29075,"[0.9751965715625115, 1.0134694810443774, 8.914046042737786, 0.9751996917474327]"
32164,[0.9761817538954806]
71131,"[0.9735036612169498, 1.0031944507039823, 0.9711113635174194, 0.9933580292229988, 0.9897892923673799, 10.857822312750473]"
22234,[0.971840026451612]
72463,"[0.9770835720239865, 12.546798040524992, 0.9709493327151496]"
24344,"[0.9753463576407658, 0.9830556243912092, 10.758425652710955, 0.9744628490668538]"
8226,"[0.9694682450038021, 0.9787753199934002]"
39300,"[0.973741171590663, 0.9722997689801928]"
24813,[0.9765301667320432]
45542,[0.9727109503884273]
1784,"[6.971586035067355, 0.9775546147156243, 1.022024460235359, 14.321232247748194]"
28081,[8.799689633244025]
17851,[12.91230767297515]
12489,[0.9762173290942733]
18076,[1.023180563177584]
11152,[0.9795391600623947]
81857,"[0.9754075705410088, 0.9822484228539353, 0.9805789055461757, 6.296810511015731]"
32880,[0.9717553197230028]
29987,"[0.9847320813393888, 1.0524654430514309, 0.9795449221195592, 1.0060813656116923]"
7411,[0.97233569756096]
45789,"[0.9928855127413395, 8.376986680543801]"
71510,"[2.8213856562113, 0.9821735266527072, 11.064354275424492]"
35949,[0.9707785176088413]
41900,[0.969390875199719]
32300,[0.9794546352975483]
1526,"[0.9883662898928017, 0.9864439331454565, 0.9768634017260033]"
3949,[0.9732249487065373]
42041,"[7.497888119978362, 8.671916534578775]"
78615,[0.9798654277775068]
34433,"[0.972795472284074, 0.9807616933469806]"
28892,[0.986253987158837]
70367,"[0.9687873640004059, 0.9723669970388715, 9.218867325284272, 9.126447918857815, 0.9822725300204411, 0.9934017550447705, 0.9792647848959254, 7.429158074021598]"
12289,[0.9820203603249055]
10885,[0.9678062015254457]
224,"[0.9724600032728411, 1.0004548874334072, 1.0183864990816223, 7.086620283546927, 0.9795314911423039, 10.564161342501377]"
76863,[0.9753667179148466]
28187,[0.9739403195126941]
